Using device: cuda
[DavisDatasetP13D] input pairs: 30056
[DavisDatasetP13D] kept pairs : 28696
[DavisDatasetP13D] missing counts: {'drug_1d': 0, 'drug_2d': 0, 'protein_1d': 0, 'protein_3d': 1360}
TOTAL SIZE: 28696
TRAIN SIZE: 22956
VAL SIZE: 5740
SPLIT JSON: data/splits/davis_fixed_split_size2.json
MODEL: drug_1d + protein_1d + protein_3d + softclip(drug-protein) + pcl(protein1d-protein3d)

EPOCH 1/30
  STEP 100/11478 | TOTAL_LOSS=0.658329 | REG_LOSS=0.516758 | SOFTCLIP_LOSS=0.696045 | PCL_LOSS=0.719657 | MEAN_GATE=0.5108 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.718859
  STEP 1800/11478 | TOTAL_LOSS=0.165407 | REG_LOSS=0.089503 | SOFTCLIP_LOSS=0.694054 | PCL_LOSS=0.064984 | MEAN_GATE=0.1580 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.299171
  STEP 1900/11478 | TOTAL_LOSS=0.129610 | REG_LOSS=0.034215 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.953951 | MEAN_GATE=0.1823 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.184973
  STEP 2000/11478 | TOTAL_LOSS=0.148443 | REG_LOSS=0.074195 | SOFTCLIP_LOSS=0.742479 | PCL_LOSS=0.000001 | MEAN_GATE=0.2678 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.272387
  STEP 2100/11478 | TOTAL_LOSS=0.200881 | REG_LOSS=0.136960 | SOFTCLIP_LOSS=0.605912 | PCL_LOSS=0.033298 | MEAN_GATE=0.3954 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.370081
  STEP 2200/11478 | TOTAL_LOSS=1.577986 | REG_LOSS=1.427179 | SOFTCLIP_LOSS=0.705328 | PCL_LOSS=0.802742 | MEAN_GATE=0.1523 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.194646
  STEP 2300/11478 | TOTAL_LOSS=0.958910 | REG_LOSS=0.889755 | SOFTCLIP_LOSS=0.691549 | PCL_LOSS=0.000000 | MEAN_GATE=0.1672 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.943268
  STEP 2400/11478 | TOTAL_LOSS=1.298435 | REG_LOSS=1.232477 | SOFTCLIP_LOSS=0.658038 | PCL_LOSS=0.001545 | MEAN_GATE=0.1301 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.110170
  STEP 2500/11478 | TOTAL_LOSS=0.215705 | REG_LOSS=0.151224 | SOFTCLIP_LOSS=0.644810 | PCL_LOSS=0.000000 | MEAN_GATE=0.1560 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.388875
  STEP 2600/11478 | TOTAL_LOSS=0.207731 | REG_LOSS=0.124428 | SOFTCLIP_LOSS=0.710690 | PCL_LOSS=0.122347 | MEAN_GATE=0.4059 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.352743
  STEP 2700/11478 | TOTAL_LOSS=0.688060 | REG_LOSS=0.644573 | SOFTCLIP_LOSS=0.434866 | PCL_LOSS=0.000000 | MEAN_GATE=0.3065 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.802853
  STEP 2800/11478 | TOTAL_LOSS=1.261026 | REG_LOSS=1.227605 | SOFTCLIP_LOSS=0.334194 | PCL_LOSS=0.000020 | MEAN_GATE=0.1331 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=1.107973
  STEP 2900/11478 | TOTAL_LOSS=0.083102 | REG_LOSS=0.012909 | SOFTCLIP_LOSS=0.694040 | PCL_LOSS=0.007890 | MEAN_GATE=0.1672 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.113617
  STEP 3000/11478 | TOTAL_LOSS=0.490106 | REG_LOSS=0.409408 | SOFTCLIP_LOSS=0.699482 | PCL_LOSS=0.107502 | MEAN_GATE=0.4071 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.639850
  STEP 3100/11478 | TOTAL_LOSS=0.253361 | REG_LOSS=0.218015 | SOFTCLIP_LOSS=0.347743 | PCL_LOSS=0.005717 | MEAN_GATE=0.2076 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.466921
  STEP 3200/11478 | TOTAL_LOSS=3.656241 | REG_LOSS=3.596405 | SOFTCLIP_LOSS=0.554375 | PCL_LOSS=0.043985 | MEAN_GATE=0.4391 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.896419
  STEP 3300/11478 | TOTAL_LOSS=0.945849 | REG_LOSS=0.909578 | SOFTCLIP_LOSS=0.362512 | PCL_LOSS=0.000199 | MEAN_GATE=0.2649 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.953718
  STEP 3400/11478 | TOTAL_LOSS=0.151018 | REG_LOSS=0.081834 | SOFTCLIP_LOSS=0.691714 | PCL_LOSS=0.000130 | MEAN_GATE=0.2541 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.286066
  STEP 3500/11478 | TOTAL_LOSS=3.204394 | REG_LOSS=3.160786 | SOFTCLIP_LOSS=0.430993 | PCL_LOSS=0.005086 | MEAN_GATE=0.1633 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.777860
  STEP 3600/11478 | TOTAL_LOSS=0.248635 | REG_LOSS=0.115320 | SOFTCLIP_LOSS=0.693203 | PCL_LOSS=0.639946 | MEAN_GATE=0.1880 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.339588
  STEP 3700/11478 | TOTAL_LOSS=0.362354 | REG_LOSS=0.292647 | SOFTCLIP_LOSS=0.697071 | PCL_LOSS=0.000000 | MEAN_GATE=0.2088 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.540969
  STEP 3800/11478 | TOTAL_LOSS=0.190643 | REG_LOSS=0.121040 | SOFTCLIP_LOSS=0.695985 | PCL_LOSS=0.000046 | MEAN_GATE=0.1872 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.347908
  STEP 3900/11478 | TOTAL_LOSS=0.539810 | REG_LOSS=0.506422 | SOFTCLIP_LOSS=0.333881 | PCL_LOSS=0.000001 | MEAN_GATE=0.1725 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.711633
  STEP 4000/11478 | TOTAL_LOSS=0.986771 | REG_LOSS=0.921633 | SOFTCLIP_LOSS=0.288781 | PCL_LOSS=0.362602 | MEAN_GATE=0.1906 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.960017
  STEP 4100/11478 | TOTAL_LOSS=0.176394 | REG_LOSS=0.103317 | SOFTCLIP_LOSS=0.350012 | PCL_LOSS=0.380762 | MEAN_GATE=0.2778 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.321429
  STEP 4200/11478 | TOTAL_LOSS=0.122856 | REG_LOSS=0.053042 | SOFTCLIP_LOSS=0.694099 | PCL_LOSS=0.004044 | MEAN_GATE=0.1267 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.230308
  STEP 4300/11478 | TOTAL_LOSS=0.439279 | REG_LOSS=0.398951 | SOFTCLIP_LOSS=0.256953 | PCL_LOSS=0.146326 | MEAN_GATE=0.1289 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.631625
  STEP 4400/11478 | TOTAL_LOSS=2.132683 | REG_LOSS=2.082045 | SOFTCLIP_LOSS=0.506388 | PCL_LOSS=0.000000 | MEAN_GATE=0.1573 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.442929
  STEP 4500/11478 | TOTAL_LOSS=0.114067 | REG_LOSS=0.044713 | SOFTCLIP_LOSS=0.693522 | PCL_LOSS=0.000018 | MEAN_GATE=0.1110 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.211455
  STEP 4600/11478 | TOTAL_LOSS=0.178895 | REG_LOSS=0.109611 | SOFTCLIP_LOSS=0.692841 | PCL_LOSS=0.000000 | MEAN_GATE=0.3102 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.331075
  STEP 4700/11478 | TOTAL_LOSS=0.118688 | REG_LOSS=0.048907 | SOFTCLIP_LOSS=0.696900 | PCL_LOSS=0.000911 | MEAN_GATE=0.1287 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.221149
  STEP 4800/11478 | TOTAL_LOSS=2.211035 | REG_LOSS=2.146060 | SOFTCLIP_LOSS=0.649750 | PCL_LOSS=0.000000 | MEAN_GATE=0.3396 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.464944
  STEP 4900/11478 | TOTAL_LOSS=0.970993 | REG_LOSS=0.935724 | SOFTCLIP_LOSS=0.352684 | PCL_LOSS=0.000005 | MEAN_GATE=0.1287 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.967328
  STEP 5000/11478 | TOTAL_LOSS=0.197880 | REG_LOSS=0.162545 | SOFTCLIP_LOSS=0.353346 | PCL_LOSS=0.000000 | MEAN_GATE=0.1653 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.403169
  STEP 5100/11478 | TOTAL_LOSS=0.085148 | REG_LOSS=0.016965 | SOFTCLIP_LOSS=0.681825 | PCL_LOSS=0.000008 | MEAN_GATE=0.1516 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.130249
  STEP 5200/11478 | TOTAL_LOSS=0.253565 | REG_LOSS=0.218464 | SOFTCLIP_LOSS=0.351014 | PCL_LOSS=0.000000 | MEAN_GATE=0.2756 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.467401
  STEP 5300/11478 | TOTAL_LOSS=0.482289 | REG_LOSS=0.443173 | SOFTCLIP_LOSS=0.391126 | PCL_LOSS=0.000035 | MEAN_GATE=0.2958 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.665713
  STEP 5400/11478 | TOTAL_LOSS=0.249952 | REG_LOSS=0.180551 | SOFTCLIP_LOSS=0.694015 | PCL_LOSS=0.000002 | MEAN_GATE=0.1913 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.424913
  STEP 5500/11478 | TOTAL_LOSS=0.390822 | REG_LOSS=0.322690 | SOFTCLIP_LOSS=0.681322 | PCL_LOSS=0.000000 | MEAN_GATE=0.1937 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.568058
  STEP 5600/11478 | TOTAL_LOSS=0.806180 | REG_LOSS=0.726874 | SOFTCLIP_LOSS=0.696336 | PCL_LOSS=0.096731 | MEAN_GATE=0.0771 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.852569
  STEP 5700/11478 | TOTAL_LOSS=0.433345 | REG_LOSS=0.360418 | SOFTCLIP_LOSS=0.348437 | PCL_LOSS=0.380837 | MEAN_GATE=0.1886 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.600348
  STEP 5800/11478 | TOTAL_LOSS=7.963713 | REG_LOSS=7.926570 | SOFTCLIP_LOSS=0.246951 | PCL_LOSS=0.124482 | MEAN_GATE=0.3100 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=2.815417
  STEP 5900/11478 | TOTAL_LOSS=0.914310 | REG_LOSS=0.834751 | SOFTCLIP_LOSS=0.632672 | PCL_LOSS=0.162925 | MEAN_GATE=0.1326 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.913647
  STEP 6000/11478 | TOTAL_LOSS=0.295215 | REG_LOSS=0.224192 | SOFTCLIP_LOSS=0.710225 | PCL_LOSS=0.000010 | MEAN_GATE=0.1367 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.473489
  STEP 6100/11478 | TOTAL_LOSS=0.839411 | REG_LOSS=0.788200 | SOFTCLIP_LOSS=0.512108 | PCL_LOSS=0.000000 | MEAN_GATE=0.4408 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.887807
  STEP 6200/11478 | TOTAL_LOSS=1.050476 | REG_LOSS=0.996265 | SOFTCLIP_LOSS=0.542111 | PCL_LOSS=0.000001 | MEAN_GATE=0.1666 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.998131
  STEP 6300/11478 | TOTAL_LOSS=2.154922 | REG_LOSS=2.118289 | SOFTCLIP_LOSS=0.366334 | PCL_LOSS=0.000000 | MEAN_GATE=0.2737 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=1.455434
  STEP 6400/11478 | TOTAL_LOSS=0.286471 | REG_LOSS=0.220550 | SOFTCLIP_LOSS=0.659213 | PCL_LOSS=0.000001 | MEAN_GATE=0.2551 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.469627
  STEP 6500/11478 | TOTAL_LOSS=0.197139 | REG_LOSS=0.136829 | SOFTCLIP_LOSS=0.603100 | PCL_LOSS=0.000000 | MEAN_GATE=0.1310 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.369904
  STEP 6600/11478 | TOTAL_LOSS=0.268058 | REG_LOSS=0.182841 | SOFTCLIP_LOSS=0.598551 | PCL_LOSS=0.253613 | MEAN_GATE=0.2256 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.427600
  STEP 6700/11478 | TOTAL_LOSS=2.508546 | REG_LOSS=2.443487 | SOFTCLIP_LOSS=0.650586 | PCL_LOSS=0.000000 | MEAN_GATE=0.3501 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.563166
  STEP 6800/11478 | TOTAL_LOSS=0.365886 | REG_LOSS=0.330573 | SOFTCLIP_LOSS=0.353128 | PCL_LOSS=0.000000 | MEAN_GATE=0.3329 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.574955
  STEP 6900/11478 | TOTAL_LOSS=0.356881 | REG_LOSS=0.286935 | SOFTCLIP_LOSS=0.699457 | PCL_LOSS=0.000000 | MEAN_GATE=0.3062 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.535663
  STEP 7000/11478 | TOTAL_LOSS=3.975991 | REG_LOSS=3.909479 | SOFTCLIP_LOSS=0.615466 | PCL_LOSS=0.049662 | MEAN_GATE=0.3271 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.977240
  STEP 7100/11478 | TOTAL_LOSS=0.071688 | REG_LOSS=0.006605 | SOFTCLIP_LOSS=0.650831 | PCL_LOSS=0.000000 | MEAN_GATE=0.3381 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.081272
  STEP 7200/11478 | TOTAL_LOSS=0.869174 | REG_LOSS=0.803401 | SOFTCLIP_LOSS=0.657736 | PCL_LOSS=0.000000 | MEAN_GATE=0.2294 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.896326
  STEP 7300/11478 | TOTAL_LOSS=0.338286 | REG_LOSS=0.285399 | SOFTCLIP_LOSS=0.349376 | PCL_LOSS=0.179495 | MEAN_GATE=0.1632 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.534228
  STEP 7400/11478 | TOTAL_LOSS=0.070078 | REG_LOSS=0.000486 | SOFTCLIP_LOSS=0.695915 | PCL_LOSS=0.000006 | MEAN_GATE=0.2254 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.022043
  STEP 7500/11478 | TOTAL_LOSS=3.392573 | REG_LOSS=3.355225 | SOFTCLIP_LOSS=0.373475 | PCL_LOSS=0.000003 | MEAN_GATE=0.3334 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=1.831727
  STEP 7600/11478 | TOTAL_LOSS=0.881027 | REG_LOSS=0.800538 | SOFTCLIP_LOSS=0.803686 | PCL_LOSS=0.001196 | MEAN_GATE=0.4005 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.894728
  STEP 7700/11478 | TOTAL_LOSS=0.016359 | REG_LOSS=0.004716 | SOFTCLIP_LOSS=0.116080 | PCL_LOSS=0.000348 | MEAN_GATE=0.3015 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.068675
  STEP 7800/11478 | TOTAL_LOSS=0.055286 | REG_LOSS=0.055286 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.000000 | MEAN_GATE=0.3301 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.235129
  STEP 7900/11478 | TOTAL_LOSS=0.439259 | REG_LOSS=0.403621 | SOFTCLIP_LOSS=0.356381 | PCL_LOSS=0.000000 | MEAN_GATE=0.1743 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.635312
  STEP 8000/11478 | TOTAL_LOSS=0.318388 | REG_LOSS=0.256572 | SOFTCLIP_LOSS=0.618159 | PCL_LOSS=0.000000 | MEAN_GATE=0.2350 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.506530
  STEP 8100/11478 | TOTAL_LOSS=4.300204 | REG_LOSS=4.232492 | SOFTCLIP_LOSS=0.677015 | PCL_LOSS=0.000111 | MEAN_GATE=0.3386 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=2.057302
  STEP 8200/11478 | TOTAL_LOSS=0.761423 | REG_LOSS=0.694663 | SOFTCLIP_LOSS=0.665848 | PCL_LOSS=0.001749 | MEAN_GATE=0.1845 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.833465
  STEP 8300/11478 | TOTAL_LOSS=0.068651 | REG_LOSS=0.001491 | SOFTCLIP_LOSS=0.666377 | PCL_LOSS=0.005220 | MEAN_GATE=0.2385 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.038618
  STEP 8400/11478 | TOTAL_LOSS=0.083962 | REG_LOSS=0.013416 | SOFTCLIP_LOSS=0.705457 | PCL_LOSS=0.000004 | MEAN_GATE=0.3267 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.115829
  STEP 8500/11478 | TOTAL_LOSS=0.416637 | REG_LOSS=0.323268 | SOFTCLIP_LOSS=0.689445 | PCL_LOSS=0.244251 | MEAN_GATE=0.4152 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.568566
  STEP 8600/11478 | TOTAL_LOSS=0.484998 | REG_LOSS=0.420816 | SOFTCLIP_LOSS=0.637242 | PCL_LOSS=0.004577 | MEAN_GATE=0.1567 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.648703
  STEP 8700/11478 | TOTAL_LOSS=0.412426 | REG_LOSS=0.341658 | SOFTCLIP_LOSS=0.707672 | PCL_LOSS=0.000000 | MEAN_GATE=0.2271 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.584515
  STEP 8800/11478 | TOTAL_LOSS=0.157181 | REG_LOSS=0.087798 | SOFTCLIP_LOSS=0.693311 | PCL_LOSS=0.000524 | MEAN_GATE=0.1737 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.296307
  STEP 8900/11478 | TOTAL_LOSS=0.116451 | REG_LOSS=0.047158 | SOFTCLIP_LOSS=0.692924 | PCL_LOSS=0.000000 | MEAN_GATE=0.1736 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.217160
  STEP 9000/11478 | TOTAL_LOSS=0.191462 | REG_LOSS=0.133569 | SOFTCLIP_LOSS=0.578925 | PCL_LOSS=0.000005 | MEAN_GATE=0.1378 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.365470
  STEP 9100/11478 | TOTAL_LOSS=0.037038 | REG_LOSS=0.002995 | SOFTCLIP_LOSS=0.340139 | PCL_LOSS=0.000295 | MEAN_GATE=0.4246 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.054725
  STEP 9200/11478 | TOTAL_LOSS=0.122329 | REG_LOSS=0.053721 | SOFTCLIP_LOSS=0.681178 | PCL_LOSS=0.004902 | MEAN_GATE=0.1931 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.231778
  STEP 9300/11478 | TOTAL_LOSS=0.568157 | REG_LOSS=0.545099 | SOFTCLIP_LOSS=0.230571 | PCL_LOSS=0.000003 | MEAN_GATE=0.3124 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.738309
  STEP 9400/11478 | TOTAL_LOSS=0.333227 | REG_LOSS=0.263834 | SOFTCLIP_LOSS=0.693932 | PCL_LOSS=0.000000 | MEAN_GATE=0.2693 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.513648
  STEP 9500/11478 | TOTAL_LOSS=0.549740 | REG_LOSS=0.480288 | SOFTCLIP_LOSS=0.694521 | PCL_LOSS=0.000000 | MEAN_GATE=0.3060 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.693028
  STEP 9600/11478 | TOTAL_LOSS=0.244761 | REG_LOSS=0.192420 | SOFTCLIP_LOSS=0.339064 | PCL_LOSS=0.184343 | MEAN_GATE=0.2722 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.438657
  STEP 9700/11478 | TOTAL_LOSS=0.282429 | REG_LOSS=0.245930 | SOFTCLIP_LOSS=0.364988 | PCL_LOSS=0.000000 | MEAN_GATE=0.3834 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.495914
  STEP 9800/11478 | TOTAL_LOSS=0.534306 | REG_LOSS=0.467919 | SOFTCLIP_LOSS=0.663865 | PCL_LOSS=0.000001 | MEAN_GATE=0.1579 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.684046
  STEP 9900/11478 | TOTAL_LOSS=2.504438 | REG_LOSS=2.475408 | SOFTCLIP_LOSS=0.290297 | PCL_LOSS=0.000000 | MEAN_GATE=0.3216 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=1.573343
  STEP 10000/11478 | TOTAL_LOSS=0.122504 | REG_LOSS=0.052998 | SOFTCLIP_LOSS=0.694512 | PCL_LOSS=0.000540 | MEAN_GATE=0.1921 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.230214
  STEP 10100/11478 | TOTAL_LOSS=0.190951 | REG_LOSS=0.144070 | SOFTCLIP_LOSS=0.342919 | PCL_LOSS=0.125895 | MEAN_GATE=0.1534 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.379565
  STEP 10200/11478 | TOTAL_LOSS=0.218470 | REG_LOSS=0.152304 | SOFTCLIP_LOSS=0.661666 | PCL_LOSS=0.000002 | MEAN_GATE=0.2022 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.390261
  STEP 10300/11478 | TOTAL_LOSS=0.095201 | REG_LOSS=0.041998 | SOFTCLIP_LOSS=0.532023 | PCL_LOSS=0.000000 | MEAN_GATE=0.2763 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.204935
  STEP 10400/11478 | TOTAL_LOSS=0.401247 | REG_LOSS=0.329309 | SOFTCLIP_LOSS=0.719376 | PCL_LOSS=0.000010 | MEAN_GATE=0.1418 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.573854
  STEP 10500/11478 | TOTAL_LOSS=0.540319 | REG_LOSS=0.471821 | SOFTCLIP_LOSS=0.684977 | PCL_LOSS=0.000000 | MEAN_GATE=0.2005 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.686892
  STEP 10600/11478 | TOTAL_LOSS=0.309289 | REG_LOSS=0.240052 | SOFTCLIP_LOSS=0.692371 | PCL_LOSS=0.000005 | MEAN_GATE=0.2456 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.489951
  STEP 10700/11478 | TOTAL_LOSS=0.199918 | REG_LOSS=0.129733 | SOFTCLIP_LOSS=0.701804 | PCL_LOSS=0.000048 | MEAN_GATE=0.1417 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.360185
