Using device: cuda
[DavisDatasetP13D] input pairs: 30056
[DavisDatasetP13D] kept pairs : 28696
[DavisDatasetP13D] missing counts: {'drug_1d': 0, 'drug_2d': 0, 'protein_1d': 0, 'protein_3d': 1360}
TOTAL SIZE: 28696
TRAIN SIZE: 22956
VAL SIZE: 5740
SPLIT JSON: data/splits/davis_fixed_split_size2.json
MODEL: drug_1d + protein_1d + protein_3d + softclip(drug-protein) + pcl(protein1d-protein3d)

EPOCH 1/30
  STEP 100/11478 | TOTAL_LOSS=0.658329 | REG_LOSS=0.516758 | SOFTCLIP_LOSS=0.696045 | PCL_LOSS=0.719657 | MEAN_GATE=0.5108 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.718859
  STEP 5000/11478 | TOTAL_LOSS=0.113196 | REG_LOSS=0.045785 | SOFTCLIP_LOSS=0.673490 | PCL_LOSS=0.000613 | MEAN_GATE=0.2706 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.213975
  STEP 5100/11478 | TOTAL_LOSS=0.229991 | REG_LOSS=0.205300 | SOFTCLIP_LOSS=0.246908 | PCL_LOSS=0.000006 | MEAN_GATE=0.3301 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.453100
  STEP 5200/11478 | TOTAL_LOSS=0.223468 | REG_LOSS=0.160213 | SOFTCLIP_LOSS=0.632544 | PCL_LOSS=0.000000 | MEAN_GATE=0.2844 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.400267
  STEP 5300/11478 | TOTAL_LOSS=0.122775 | REG_LOSS=0.055847 | SOFTCLIP_LOSS=0.669278 | PCL_LOSS=0.000000 | MEAN_GATE=0.3318 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.236319
  STEP 5400/11478 | TOTAL_LOSS=0.105276 | REG_LOSS=0.046744 | SOFTCLIP_LOSS=0.585322 | PCL_LOSS=0.000002 | MEAN_GATE=0.2532 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.216204
  STEP 5500/11478 | TOTAL_LOSS=0.223274 | REG_LOSS=0.152470 | SOFTCLIP_LOSS=0.705938 | PCL_LOSS=0.002100 | MEAN_GATE=0.2552 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.390474
  STEP 5600/11478 | TOTAL_LOSS=0.120477 | REG_LOSS=0.050783 | SOFTCLIP_LOSS=0.696937 | PCL_LOSS=0.000000 | MEAN_GATE=0.3210 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.225352
  STEP 5700/11478 | TOTAL_LOSS=0.306624 | REG_LOSS=0.239639 | SOFTCLIP_LOSS=0.669847 | PCL_LOSS=0.000000 | MEAN_GATE=0.2421 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.489529
  STEP 5800/11478 | TOTAL_LOSS=0.249113 | REG_LOSS=0.156791 | SOFTCLIP_LOSS=0.699059 | PCL_LOSS=0.224161 | MEAN_GATE=0.3201 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.395968
  STEP 5900/11478 | TOTAL_LOSS=0.113842 | REG_LOSS=0.045316 | SOFTCLIP_LOSS=0.685261 | PCL_LOSS=0.000000 | MEAN_GATE=0.2217 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.212876
  STEP 6000/11478 | TOTAL_LOSS=0.166665 | REG_LOSS=0.102439 | SOFTCLIP_LOSS=0.642264 | PCL_LOSS=0.000000 | MEAN_GATE=0.3033 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.320061
  STEP 6100/11478 | TOTAL_LOSS=0.379450 | REG_LOSS=0.312102 | SOFTCLIP_LOSS=0.673409 | PCL_LOSS=0.000073 | MEAN_GATE=0.2743 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.558661
  STEP 6200/11478 | TOTAL_LOSS=0.413963 | REG_LOSS=0.346911 | SOFTCLIP_LOSS=0.670160 | PCL_LOSS=0.000363 | MEAN_GATE=0.2094 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.588991
  STEP 6300/11478 | TOTAL_LOSS=0.489170 | REG_LOSS=0.418332 | SOFTCLIP_LOSS=0.708374 | PCL_LOSS=0.000000 | MEAN_GATE=0.2443 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.646786
  STEP 6400/11478 | TOTAL_LOSS=0.427061 | REG_LOSS=0.392144 | SOFTCLIP_LOSS=0.348991 | PCL_LOSS=0.000179 | MEAN_GATE=0.1504 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.626214
  STEP 6500/11478 | TOTAL_LOSS=0.097703 | REG_LOSS=0.063035 | SOFTCLIP_LOSS=0.346679 | PCL_LOSS=0.000000 | MEAN_GATE=0.1800 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.251069
  STEP 6600/11478 | TOTAL_LOSS=1.805947 | REG_LOSS=1.749847 | SOFTCLIP_LOSS=0.409110 | PCL_LOSS=0.151890 | MEAN_GATE=0.2525 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.322818
  STEP 6700/11478 | TOTAL_LOSS=0.175961 | REG_LOSS=0.105654 | SOFTCLIP_LOSS=0.703064 | PCL_LOSS=0.000000 | MEAN_GATE=0.2518 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.325045
  STEP 6800/11478 | TOTAL_LOSS=0.175837 | REG_LOSS=0.106310 | SOFTCLIP_LOSS=0.695246 | PCL_LOSS=0.000029 | MEAN_GATE=0.2836 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.326052
  STEP 6900/11478 | TOTAL_LOSS=0.175226 | REG_LOSS=0.120504 | SOFTCLIP_LOSS=0.547219 | PCL_LOSS=0.000000 | MEAN_GATE=0.2716 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.347137
  STEP 7000/11478 | TOTAL_LOSS=0.331477 | REG_LOSS=0.261046 | SOFTCLIP_LOSS=0.701323 | PCL_LOSS=0.002987 | MEAN_GATE=0.2200 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.510926
  STEP 7100/11478 | TOTAL_LOSS=2.768959 | REG_LOSS=2.689456 | SOFTCLIP_LOSS=0.795001 | PCL_LOSS=0.000028 | MEAN_GATE=0.2064 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.639956
  STEP 7200/11478 | TOTAL_LOSS=0.203735 | REG_LOSS=0.094434 | SOFTCLIP_LOSS=0.348274 | PCL_LOSS=0.744737 | MEAN_GATE=0.2475 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.307301
  STEP 7300/11478 | TOTAL_LOSS=0.390937 | REG_LOSS=0.311797 | SOFTCLIP_LOSS=0.697599 | PCL_LOSS=0.093799 | MEAN_GATE=0.1926 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.558388
  STEP 7400/11478 | TOTAL_LOSS=0.369062 | REG_LOSS=0.333739 | SOFTCLIP_LOSS=0.347363 | PCL_LOSS=0.005868 | MEAN_GATE=0.1506 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.577701
  STEP 7500/11478 | TOTAL_LOSS=0.264265 | REG_LOSS=0.195780 | SOFTCLIP_LOSS=0.684740 | PCL_LOSS=0.000109 | MEAN_GATE=0.1719 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.442470
  STEP 7600/11478 | TOTAL_LOSS=0.123675 | REG_LOSS=0.077033 | SOFTCLIP_LOSS=0.466426 | PCL_LOSS=0.000000 | MEAN_GATE=0.2260 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.277548
  STEP 7700/11478 | TOTAL_LOSS=0.350886 | REG_LOSS=0.291323 | SOFTCLIP_LOSS=0.595630 | PCL_LOSS=0.000000 | MEAN_GATE=0.2270 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.539744
  STEP 7800/11478 | TOTAL_LOSS=0.069228 | REG_LOSS=0.034562 | SOFTCLIP_LOSS=0.346662 | PCL_LOSS=0.000000 | MEAN_GATE=0.2630 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.185908
  STEP 7900/11478 | TOTAL_LOSS=0.154525 | REG_LOSS=0.083858 | SOFTCLIP_LOSS=0.698185 | PCL_LOSS=0.008486 | MEAN_GATE=0.3180 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.289582
  STEP 8000/11478 | TOTAL_LOSS=0.415903 | REG_LOSS=0.331978 | SOFTCLIP_LOSS=0.676331 | PCL_LOSS=0.162915 | MEAN_GATE=0.2512 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.576176
  STEP 8100/11478 | TOTAL_LOSS=1.955166 | REG_LOSS=1.920929 | SOFTCLIP_LOSS=0.342368 | PCL_LOSS=0.000000 | MEAN_GATE=0.2967 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=1.385976
  STEP 8200/11478 | TOTAL_LOSS=0.841298 | REG_LOSS=0.772041 | SOFTCLIP_LOSS=0.692572 | PCL_LOSS=0.000000 | MEAN_GATE=0.2274 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.878658
  STEP 8300/11478 | TOTAL_LOSS=1.081751 | REG_LOSS=0.947129 | SOFTCLIP_LOSS=0.709777 | PCL_LOSS=0.636447 | MEAN_GATE=0.2385 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.973205
  STEP 8400/11478 | TOTAL_LOSS=0.070440 | REG_LOSS=0.035711 | SOFTCLIP_LOSS=0.347296 | PCL_LOSS=0.000000 | MEAN_GATE=0.2825 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.188972
  STEP 8500/11478 | TOTAL_LOSS=0.175109 | REG_LOSS=0.109692 | SOFTCLIP_LOSS=0.654176 | PCL_LOSS=0.000000 | MEAN_GATE=0.2950 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.331197
  STEP 8600/11478 | TOTAL_LOSS=0.637682 | REG_LOSS=0.568276 | SOFTCLIP_LOSS=0.694059 | PCL_LOSS=0.000000 | MEAN_GATE=0.3616 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.753841
  STEP 8700/11478 | TOTAL_LOSS=0.536169 | REG_LOSS=0.536169 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.000000 | MEAN_GATE=0.3224 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.732235
  STEP 8800/11478 | TOTAL_LOSS=0.633331 | REG_LOSS=0.591366 | SOFTCLIP_LOSS=0.334725 | PCL_LOSS=0.084922 | MEAN_GATE=0.3651 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.769004
  STEP 8900/11478 | TOTAL_LOSS=0.132221 | REG_LOSS=0.055482 | SOFTCLIP_LOSS=0.693854 | PCL_LOSS=0.073535 | MEAN_GATE=0.2009 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.235546
  STEP 9000/11478 | TOTAL_LOSS=0.215811 | REG_LOSS=0.146225 | SOFTCLIP_LOSS=0.695866 | PCL_LOSS=0.000000 | MEAN_GATE=0.3221 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.382393
  STEP 9100/11478 | TOTAL_LOSS=0.060616 | REG_LOSS=0.000530 | SOFTCLIP_LOSS=0.599995 | PCL_LOSS=0.000857 | MEAN_GATE=0.2038 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.023029
  STEP 9200/11478 | TOTAL_LOSS=0.051256 | REG_LOSS=0.012321 | SOFTCLIP_LOSS=0.346915 | PCL_LOSS=0.042430 | MEAN_GATE=0.1930 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.111002
  STEP 9300/11478 | TOTAL_LOSS=0.336661 | REG_LOSS=0.264699 | SOFTCLIP_LOSS=0.703141 | PCL_LOSS=0.016472 | MEAN_GATE=0.2378 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.514489
  STEP 9400/11478 | TOTAL_LOSS=0.040137 | REG_LOSS=0.005366 | SOFTCLIP_LOSS=0.347528 | PCL_LOSS=0.000183 | MEAN_GATE=0.2189 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.073252
  STEP 9500/11478 | TOTAL_LOSS=0.082122 | REG_LOSS=0.012346 | SOFTCLIP_LOSS=0.697760 | PCL_LOSS=0.000000 | MEAN_GATE=0.2444 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.111112
  STEP 9600/11478 | TOTAL_LOSS=0.530493 | REG_LOSS=0.487775 | SOFTCLIP_LOSS=0.427104 | PCL_LOSS=0.000077 | MEAN_GATE=0.3602 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.698409
  STEP 9700/11478 | TOTAL_LOSS=0.410470 | REG_LOSS=0.341129 | SOFTCLIP_LOSS=0.693411 | PCL_LOSS=0.000000 | MEAN_GATE=0.2510 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.584063
  STEP 9800/11478 | TOTAL_LOSS=0.135399 | REG_LOSS=0.070389 | SOFTCLIP_LOSS=0.650103 | PCL_LOSS=0.000000 | MEAN_GATE=0.1861 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.265309
  STEP 9900/11478 | TOTAL_LOSS=0.308170 | REG_LOSS=0.238208 | SOFTCLIP_LOSS=0.699486 | PCL_LOSS=0.000138 | MEAN_GATE=0.1872 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.488066
  STEP 10000/11478 | TOTAL_LOSS=0.534350 | REG_LOSS=0.500647 | SOFTCLIP_LOSS=0.337025 | PCL_LOSS=0.000000 | MEAN_GATE=0.4092 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.707564
  STEP 10100/11478 | TOTAL_LOSS=2.173372 | REG_LOSS=2.109390 | SOFTCLIP_LOSS=0.639827 | PCL_LOSS=0.000001 | MEAN_GATE=0.3180 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.452374
  STEP 10200/11478 | TOTAL_LOSS=0.131433 | REG_LOSS=0.062033 | SOFTCLIP_LOSS=0.693995 | PCL_LOSS=0.000003 | MEAN_GATE=0.2739 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.249065
  STEP 10300/11478 | TOTAL_LOSS=0.089132 | REG_LOSS=0.054849 | SOFTCLIP_LOSS=0.342838 | PCL_LOSS=0.000000 | MEAN_GATE=0.2289 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.234198
  STEP 10400/11478 | TOTAL_LOSS=0.376461 | REG_LOSS=0.306779 | SOFTCLIP_LOSS=0.696818 | PCL_LOSS=0.000001 | MEAN_GATE=0.2222 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.553877
  STEP 10500/11478 | TOTAL_LOSS=0.081256 | REG_LOSS=0.011255 | SOFTCLIP_LOSS=0.700008 | PCL_LOSS=0.000000 | MEAN_GATE=0.3263 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.106089
  STEP 10600/11478 | TOTAL_LOSS=0.102929 | REG_LOSS=0.038164 | SOFTCLIP_LOSS=0.647624 | PCL_LOSS=0.000022 | MEAN_GATE=0.3243 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.195357
  STEP 10700/11478 | TOTAL_LOSS=0.299844 | REG_LOSS=0.225340 | SOFTCLIP_LOSS=0.745038 | PCL_LOSS=0.000000 | MEAN_GATE=0.2893 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.474700
  STEP 10800/11478 | TOTAL_LOSS=0.070305 | REG_LOSS=0.000845 | SOFTCLIP_LOSS=0.694596 | PCL_LOSS=0.000000 | MEAN_GATE=0.2360 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.029072
  STEP 10900/11478 | TOTAL_LOSS=0.418674 | REG_LOSS=0.350832 | SOFTCLIP_LOSS=0.678420 | PCL_LOSS=0.000000 | MEAN_GATE=0.2075 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.592311
  STEP 11000/11478 | TOTAL_LOSS=0.201102 | REG_LOSS=0.050370 | SOFTCLIP_LOSS=0.699391 | PCL_LOSS=0.807936 | MEAN_GATE=0.2397 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.224432
  STEP 11100/11478 | TOTAL_LOSS=0.484081 | REG_LOSS=0.414297 | SOFTCLIP_LOSS=0.692356 | PCL_LOSS=0.005489 | MEAN_GATE=0.2283 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.643659
  STEP 11200/11478 | TOTAL_LOSS=0.318019 | REG_LOSS=0.283299 | SOFTCLIP_LOSS=0.347205 | PCL_LOSS=0.000000 | MEAN_GATE=0.3841 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.532258
  STEP 11300/11478 | TOTAL_LOSS=0.095186 | REG_LOSS=0.057710 | SOFTCLIP_LOSS=0.374767 | PCL_LOSS=0.000000 | MEAN_GATE=0.3084 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.240228
  STEP 11400/11478 | TOTAL_LOSS=2.631868 | REG_LOSS=2.575436 | SOFTCLIP_LOSS=0.564247 | PCL_LOSS=0.000068 | MEAN_GATE=0.3693 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.604817
[EPOCH 015/030] TRAIN: TOTAL=0.545894 | REG=0.484505 | SOFTCLIP=0.529546 | PCL=0.084339 | RMSE=0.696064 | MAE=0.478874 | CI=0.797849 | RM2=0.378619
[EPOCH 015/030] VAL  : TOTAL=0.456676 | REG=0.431689 | SOFTCLIP=0.144265 | PCL=0.105610 | RMSE=0.657030 | MAE=0.414312 | CI=0.836030 | RM2=0.495415

EPOCH 16/30
  STEP 100/11478 | TOTAL_LOSS=0.052524 | REG_LOSS=0.006915 | SOFTCLIP_LOSS=0.455888 | PCL_LOSS=0.000203 | MEAN_GATE=0.3251 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.083157
  STEP 200/11478 | TOTAL_LOSS=0.132250 | REG_LOSS=0.097232 | SOFTCLIP_LOSS=0.349927 | PCL_LOSS=0.000252 | MEAN_GATE=0.3584 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.311821
  STEP 300/11478 | TOTAL_LOSS=0.317250 | REG_LOSS=0.248530 | SOFTCLIP_LOSS=0.687199 | PCL_LOSS=0.000000 | MEAN_GATE=0.2537 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.498528
  STEP 400/11478 | TOTAL_LOSS=0.083984 | REG_LOSS=0.012299 | SOFTCLIP_LOSS=0.716852 | PCL_LOSS=0.000000 | MEAN_GATE=0.3645 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.110901
  STEP 500/11478 | TOTAL_LOSS=0.299103 | REG_LOSS=0.179327 | SOFTCLIP_LOSS=0.339462 | PCL_LOSS=0.858295 | MEAN_GATE=0.1769 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.423471
  STEP 600/11478 | TOTAL_LOSS=0.103646 | REG_LOSS=0.034235 | SOFTCLIP_LOSS=0.694112 | PCL_LOSS=0.000000 | MEAN_GATE=0.3413 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.185027
  STEP 700/11478 | TOTAL_LOSS=2.421564 | REG_LOSS=2.364434 | SOFTCLIP_LOSS=0.571248 | PCL_LOSS=0.000058 | MEAN_GATE=0.3988 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.537671
  STEP 800/11478 | TOTAL_LOSS=0.611952 | REG_LOSS=0.547034 | SOFTCLIP_LOSS=0.649181 | PCL_LOSS=0.000000 | MEAN_GATE=0.3084 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.739618
  STEP 900/11478 | TOTAL_LOSS=0.289927 | REG_LOSS=0.289927 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.000000 | MEAN_GATE=0.2698 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.538449
  STEP 1000/11478 | TOTAL_LOSS=0.441996 | REG_LOSS=0.387318 | SOFTCLIP_LOSS=0.546778 | PCL_LOSS=0.000002 | MEAN_GATE=0.1992 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.622349
  STEP 1100/11478 | TOTAL_LOSS=0.647025 | REG_LOSS=0.587573 | SOFTCLIP_LOSS=0.594510 | PCL_LOSS=0.000001 | MEAN_GATE=0.3552 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.766533
  STEP 1200/11478 | TOTAL_LOSS=0.239105 | REG_LOSS=0.169390 | SOFTCLIP_LOSS=0.697150 | PCL_LOSS=0.000000 | MEAN_GATE=0.2953 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.411571
  STEP 1300/11478 | TOTAL_LOSS=0.359208 | REG_LOSS=0.273022 | SOFTCLIP_LOSS=0.723331 | PCL_LOSS=0.138526 | MEAN_GATE=0.1579 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.522515
  STEP 1400/11478 | TOTAL_LOSS=0.138956 | REG_LOSS=0.068485 | SOFTCLIP_LOSS=0.704705 | PCL_LOSS=0.000000 | MEAN_GATE=0.1964 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.261697
  STEP 1500/11478 | TOTAL_LOSS=0.978612 | REG_LOSS=0.940900 | SOFTCLIP_LOSS=0.368995 | PCL_LOSS=0.008123 | MEAN_GATE=0.2769 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.970000
  STEP 1600/11478 | TOTAL_LOSS=0.042262 | REG_LOSS=0.005910 | SOFTCLIP_LOSS=0.349428 | PCL_LOSS=0.014088 | MEAN_GATE=0.1902 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.076877
  STEP 1700/11478 | TOTAL_LOSS=0.466441 | REG_LOSS=0.359502 | SOFTCLIP_LOSS=0.355517 | PCL_LOSS=0.713872 | MEAN_GATE=0.1779 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.599585
  STEP 1800/11478 | TOTAL_LOSS=0.855048 | REG_LOSS=0.817820 | SOFTCLIP_LOSS=0.372285 | PCL_LOSS=0.000000 | MEAN_GATE=0.2823 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.904334
  STEP 1900/11478 | TOTAL_LOSS=0.103981 | REG_LOSS=0.034303 | SOFTCLIP_LOSS=0.696783 | PCL_LOSS=0.000000 | MEAN_GATE=0.3440 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.185210
  STEP 2000/11478 | TOTAL_LOSS=0.064578 | REG_LOSS=0.029743 | SOFTCLIP_LOSS=0.348234 | PCL_LOSS=0.000113 | MEAN_GATE=0.1720 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.172462
  STEP 2100/11478 | TOTAL_LOSS=0.711820 | REG_LOSS=0.565785 | SOFTCLIP_LOSS=0.797230 | PCL_LOSS=0.663116 | MEAN_GATE=0.3364 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.752187
  STEP 2200/11478 | TOTAL_LOSS=0.530226 | REG_LOSS=0.431627 | SOFTCLIP_LOSS=0.695027 | PCL_LOSS=0.290962 | MEAN_GATE=0.2174 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.656983
  STEP 2300/11478 | TOTAL_LOSS=0.365517 | REG_LOSS=0.329591 | SOFTCLIP_LOSS=0.358898 | PCL_LOSS=0.000367 | MEAN_GATE=0.2746 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.574100
