Using device: cuda
[DavisDatasetP13D] input pairs: 30056
[DavisDatasetP13D] kept pairs : 28696
[DavisDatasetP13D] missing counts: {'drug_1d': 0, 'drug_2d': 0, 'protein_1d': 0, 'protein_3d': 1360}
TOTAL SIZE: 28696
TRAIN SIZE: 22956
VAL SIZE: 5740
SPLIT JSON: data/splits/davis_fixed_split_size2.json
MODEL: drug_1d + protein_1d + protein_3d + protein(1d-3d) contrastive learning

EPOCH 1/30
  STEP 100/11478 | TOTAL_LOSS=0.301075 | REG_LOSS=0.229882 | PCL_LOSS=0.711929 | MEAN_GATE=0.5181 | BATCH_RMSE=0.479461
  STEP 11400/11478 | TOTAL_LOSS=0.052680 | REG_LOSS=0.052679 | PCL_LOSS=0.000003 | MEAN_GATE=0.2298 | BATCH_RMSE=0.229520
[EPOCH 017/030] TRAIN: TOTAL=0.469427 | REG=0.461936 | PCL=0.074909 | RMSE=0.679659 | MAE=0.462304 | CI=0.797945 | RM2=0.402791
[EPOCH 017/030] VAL  : TOTAL=0.372032 | REG=0.363784 | PCL=0.082483 | RMSE=0.603145 | MAE=0.375699 | CI=0.837611 | RM2=0.537350
  SAVED NEW BEST MODEL | EPOCH=017 | BEST_VAL_RMSE=0.603145 | BEST_VAL_MAE=0.375699 | BEST_VAL_CI=0.837611 | BEST_VAL_RM2=0.537350

EPOCH 18/30
  STEP 100/11478 | TOTAL_LOSS=0.368630 | REG_LOSS=0.368630 | PCL_LOSS=0.000000 | MEAN_GATE=0.2485 | BATCH_RMSE=0.607149
  STEP 200/11478 | TOTAL_LOSS=0.048466 | REG_LOSS=0.048466 | PCL_LOSS=0.000000 | MEAN_GATE=0.1493 | BATCH_RMSE=0.220149
  STEP 300/11478 | TOTAL_LOSS=0.163639 | REG_LOSS=0.163639 | PCL_LOSS=0.000000 | MEAN_GATE=0.1908 | BATCH_RMSE=0.404524
  STEP 400/11478 | TOTAL_LOSS=0.676814 | REG_LOSS=0.644519 | PCL_LOSS=0.322956 | MEAN_GATE=0.1560 | BATCH_RMSE=0.802819
  STEP 500/11478 | TOTAL_LOSS=0.034513 | REG_LOSS=0.034513 | PCL_LOSS=0.000000 | MEAN_GATE=0.1685 | BATCH_RMSE=0.185777
  STEP 600/11478 | TOTAL_LOSS=0.858905 | REG_LOSS=0.858905 | PCL_LOSS=0.000000 | MEAN_GATE=0.2803 | BATCH_RMSE=0.926771
  STEP 700/11478 | TOTAL_LOSS=0.198051 | REG_LOSS=0.198051 | PCL_LOSS=0.000000 | MEAN_GATE=0.1510 | BATCH_RMSE=0.445029
  STEP 800/11478 | TOTAL_LOSS=0.982519 | REG_LOSS=0.982519 | PCL_LOSS=0.000000 | MEAN_GATE=0.2287 | BATCH_RMSE=0.991221
  STEP 900/11478 | TOTAL_LOSS=1.707789 | REG_LOSS=1.707789 | PCL_LOSS=0.000000 | MEAN_GATE=0.2526 | BATCH_RMSE=1.306824
  STEP 1000/11478 | TOTAL_LOSS=0.011721 | REG_LOSS=0.011712 | PCL_LOSS=0.000098 | MEAN_GATE=0.2418 | BATCH_RMSE=0.108220
  STEP 1100/11478 | TOTAL_LOSS=0.174964 | REG_LOSS=0.170809 | PCL_LOSS=0.041554 | MEAN_GATE=0.1410 | BATCH_RMSE=0.413290
  STEP 1200/11478 | TOTAL_LOSS=2.762048 | REG_LOSS=2.761067 | PCL_LOSS=0.009810 | MEAN_GATE=0.1929 | BATCH_RMSE=1.661646
  STEP 1300/11478 | TOTAL_LOSS=0.281227 | REG_LOSS=0.279840 | PCL_LOSS=0.013869 | MEAN_GATE=0.1300 | BATCH_RMSE=0.528999
  STEP 1400/11478 | TOTAL_LOSS=0.213731 | REG_LOSS=0.213731 | PCL_LOSS=0.000000 | MEAN_GATE=0.2736 | BATCH_RMSE=0.462311
  STEP 1500/11478 | TOTAL_LOSS=0.557675 | REG_LOSS=0.557675 | PCL_LOSS=0.000000 | MEAN_GATE=0.1971 | BATCH_RMSE=0.746776
  STEP 1600/11478 | TOTAL_LOSS=0.275918 | REG_LOSS=0.275918 | PCL_LOSS=0.000000 | MEAN_GATE=0.2487 | BATCH_RMSE=0.525279
  STEP 1700/11478 | TOTAL_LOSS=0.322445 | REG_LOSS=0.322403 | PCL_LOSS=0.000417 | MEAN_GATE=0.1692 | BATCH_RMSE=0.567805
  STEP 1800/11478 | TOTAL_LOSS=0.982237 | REG_LOSS=0.982237 | PCL_LOSS=0.000000 | MEAN_GATE=0.1410 | BATCH_RMSE=0.991079
  STEP 1900/11478 | TOTAL_LOSS=0.067780 | REG_LOSS=0.067780 | PCL_LOSS=0.000000 | MEAN_GATE=0.2087 | BATCH_RMSE=0.260347
  STEP 2000/11478 | TOTAL_LOSS=0.050083 | REG_LOSS=0.050083 | PCL_LOSS=0.000000 | MEAN_GATE=0.3183 | BATCH_RMSE=0.223792
  STEP 2100/11478 | TOTAL_LOSS=0.342254 | REG_LOSS=0.335012 | PCL_LOSS=0.072423 | MEAN_GATE=0.2848 | BATCH_RMSE=0.578802
  STEP 2200/11478 | TOTAL_LOSS=1.454572 | REG_LOSS=1.454566 | PCL_LOSS=0.000055 | MEAN_GATE=0.1606 | BATCH_RMSE=1.206054
  STEP 2300/11478 | TOTAL_LOSS=0.105651 | REG_LOSS=0.105651 | PCL_LOSS=0.000000 | MEAN_GATE=0.2038 | BATCH_RMSE=0.325040
  STEP 2400/11478 | TOTAL_LOSS=0.234545 | REG_LOSS=0.234501 | PCL_LOSS=0.000447 | MEAN_GATE=0.1705 | BATCH_RMSE=0.484253
  STEP 2500/11478 | TOTAL_LOSS=0.120881 | REG_LOSS=0.120881 | PCL_LOSS=0.000000 | MEAN_GATE=0.2173 | BATCH_RMSE=0.347679
  STEP 2600/11478 | TOTAL_LOSS=0.883324 | REG_LOSS=0.814635 | PCL_LOSS=0.686890 | MEAN_GATE=0.1307 | BATCH_RMSE=0.902571
  STEP 2700/11478 | TOTAL_LOSS=0.127238 | REG_LOSS=0.127238 | PCL_LOSS=0.000000 | MEAN_GATE=0.1336 | BATCH_RMSE=0.356704
  STEP 2800/11478 | TOTAL_LOSS=0.048081 | REG_LOSS=0.043807 | PCL_LOSS=0.042743 | MEAN_GATE=0.1999 | BATCH_RMSE=0.209301
  STEP 2900/11478 | TOTAL_LOSS=0.089737 | REG_LOSS=0.089737 | PCL_LOSS=0.000000 | MEAN_GATE=0.1792 | BATCH_RMSE=0.299561
  STEP 3000/11478 | TOTAL_LOSS=1.363891 | REG_LOSS=1.220738 | PCL_LOSS=1.431527 | MEAN_GATE=0.2081 | BATCH_RMSE=1.104870
  STEP 3100/11478 | TOTAL_LOSS=0.239684 | REG_LOSS=0.239684 | PCL_LOSS=0.000000 | MEAN_GATE=0.2912 | BATCH_RMSE=0.489575
  STEP 3200/11478 | TOTAL_LOSS=0.120479 | REG_LOSS=0.119792 | PCL_LOSS=0.006867 | MEAN_GATE=0.1157 | BATCH_RMSE=0.346110
  STEP 3300/11478 | TOTAL_LOSS=0.342528 | REG_LOSS=0.342224 | PCL_LOSS=0.003039 | MEAN_GATE=0.1317 | BATCH_RMSE=0.584999
  STEP 3400/11478 | TOTAL_LOSS=0.463879 | REG_LOSS=0.463809 | PCL_LOSS=0.000698 | MEAN_GATE=0.2614 | BATCH_RMSE=0.681035
  STEP 3500/11478 | TOTAL_LOSS=0.721081 | REG_LOSS=0.721081 | PCL_LOSS=0.000000 | MEAN_GATE=0.2669 | BATCH_RMSE=0.849165
  STEP 3600/11478 | TOTAL_LOSS=0.931196 | REG_LOSS=0.931191 | PCL_LOSS=0.000051 | MEAN_GATE=0.2209 | BATCH_RMSE=0.964983
  STEP 3700/11478 | TOTAL_LOSS=0.139368 | REG_LOSS=0.139368 | PCL_LOSS=0.000000 | MEAN_GATE=0.3225 | BATCH_RMSE=0.373320
  STEP 3800/11478 | TOTAL_LOSS=0.215558 | REG_LOSS=0.215558 | PCL_LOSS=0.000000 | MEAN_GATE=0.1450 | BATCH_RMSE=0.464282
  STEP 3900/11478 | TOTAL_LOSS=0.668397 | REG_LOSS=0.668397 | PCL_LOSS=0.000000 | MEAN_GATE=0.2172 | BATCH_RMSE=0.817556
  STEP 4000/11478 | TOTAL_LOSS=0.496044 | REG_LOSS=0.452016 | PCL_LOSS=0.440277 | MEAN_GATE=0.3683 | BATCH_RMSE=0.672322
  STEP 4100/11478 | TOTAL_LOSS=0.500246 | REG_LOSS=0.500246 | PCL_LOSS=0.000000 | MEAN_GATE=0.2441 | BATCH_RMSE=0.707281
  STEP 4200/11478 | TOTAL_LOSS=1.512522 | REG_LOSS=1.441126 | PCL_LOSS=0.713954 | MEAN_GATE=0.2314 | BATCH_RMSE=1.200469
  STEP 4300/11478 | TOTAL_LOSS=0.248800 | REG_LOSS=0.248800 | PCL_LOSS=0.000000 | MEAN_GATE=0.2217 | BATCH_RMSE=0.498799
  STEP 4400/11478 | TOTAL_LOSS=1.389707 | REG_LOSS=1.386651 | PCL_LOSS=0.030566 | MEAN_GATE=0.1620 | BATCH_RMSE=1.177561
  STEP 4500/11478 | TOTAL_LOSS=0.408127 | REG_LOSS=0.408127 | PCL_LOSS=0.000000 | MEAN_GATE=0.2178 | BATCH_RMSE=0.638848
  STEP 4600/11478 | TOTAL_LOSS=0.099984 | REG_LOSS=0.099166 | PCL_LOSS=0.008181 | MEAN_GATE=0.1227 | BATCH_RMSE=0.314907
  STEP 4700/11478 | TOTAL_LOSS=0.311022 | REG_LOSS=0.311022 | PCL_LOSS=0.000000 | MEAN_GATE=0.2274 | BATCH_RMSE=0.557693
  STEP 4800/11478 | TOTAL_LOSS=0.519893 | REG_LOSS=0.454434 | PCL_LOSS=0.654582 | MEAN_GATE=0.2565 | BATCH_RMSE=0.674117
  STEP 4900/11478 | TOTAL_LOSS=0.015106 | REG_LOSS=0.015106 | PCL_LOSS=0.000000 | MEAN_GATE=0.2399 | BATCH_RMSE=0.122907
  STEP 5000/11478 | TOTAL_LOSS=0.105407 | REG_LOSS=0.105407 | PCL_LOSS=0.000000 | MEAN_GATE=0.2279 | BATCH_RMSE=0.324664
  STEP 5100/11478 | TOTAL_LOSS=0.179891 | REG_LOSS=0.125802 | PCL_LOSS=0.540894 | MEAN_GATE=0.2990 | BATCH_RMSE=0.354685
  STEP 5200/11478 | TOTAL_LOSS=2.852369 | REG_LOSS=2.852369 | PCL_LOSS=0.000002 | MEAN_GATE=0.2330 | BATCH_RMSE=1.688896
  STEP 5300/11478 | TOTAL_LOSS=0.125803 | REG_LOSS=0.125803 | PCL_LOSS=0.000000 | MEAN_GATE=0.1441 | BATCH_RMSE=0.354687
  STEP 5400/11478 | TOTAL_LOSS=0.032689 | REG_LOSS=0.032688 | PCL_LOSS=0.000014 | MEAN_GATE=0.2297 | BATCH_RMSE=0.180798
  STEP 5500/11478 | TOTAL_LOSS=0.121955 | REG_LOSS=0.091459 | PCL_LOSS=0.304963 | MEAN_GATE=0.1457 | BATCH_RMSE=0.302422
  STEP 5600/11478 | TOTAL_LOSS=1.048766 | REG_LOSS=1.048766 | PCL_LOSS=0.000000 | MEAN_GATE=0.2389 | BATCH_RMSE=1.024093
  STEP 5700/11478 | TOTAL_LOSS=0.110083 | REG_LOSS=0.040579 | PCL_LOSS=0.695042 | MEAN_GATE=0.1242 | BATCH_RMSE=0.201441
  STEP 5800/11478 | TOTAL_LOSS=1.576104 | REG_LOSS=1.550878 | PCL_LOSS=0.252264 | MEAN_GATE=0.1397 | BATCH_RMSE=1.245342
  STEP 5900/11478 | TOTAL_LOSS=0.187323 | REG_LOSS=0.187323 | PCL_LOSS=0.000000 | MEAN_GATE=0.1495 | BATCH_RMSE=0.432808
  STEP 6000/11478 | TOTAL_LOSS=0.708227 | REG_LOSS=0.706956 | PCL_LOSS=0.012716 | MEAN_GATE=0.1949 | BATCH_RMSE=0.840807
  STEP 6100/11478 | TOTAL_LOSS=0.051185 | REG_LOSS=0.051185 | PCL_LOSS=0.000000 | MEAN_GATE=0.1865 | BATCH_RMSE=0.226241
  STEP 6200/11478 | TOTAL_LOSS=0.067357 | REG_LOSS=0.067357 | PCL_LOSS=0.000000 | MEAN_GATE=0.1806 | BATCH_RMSE=0.259532
  STEP 6300/11478 | TOTAL_LOSS=0.459759 | REG_LOSS=0.459759 | PCL_LOSS=0.000000 | MEAN_GATE=0.1970 | BATCH_RMSE=0.678055
  STEP 6400/11478 | TOTAL_LOSS=1.481742 | REG_LOSS=1.481742 | PCL_LOSS=0.000000 | MEAN_GATE=0.1310 | BATCH_RMSE=1.217268
  STEP 6500/11478 | TOTAL_LOSS=1.209226 | REG_LOSS=1.179564 | PCL_LOSS=0.296625 | MEAN_GATE=0.2886 | BATCH_RMSE=1.086077
  STEP 6600/11478 | TOTAL_LOSS=0.312837 | REG_LOSS=0.312835 | PCL_LOSS=0.000020 | MEAN_GATE=0.2997 | BATCH_RMSE=0.559316
  STEP 6700/11478 | TOTAL_LOSS=0.120443 | REG_LOSS=0.120442 | PCL_LOSS=0.000010 | MEAN_GATE=0.1743 | BATCH_RMSE=0.347048
  STEP 6800/11478 | TOTAL_LOSS=0.070949 | REG_LOSS=0.070949 | PCL_LOSS=0.000007 | MEAN_GATE=0.1399 | BATCH_RMSE=0.266362
  STEP 6900/11478 | TOTAL_LOSS=0.035581 | REG_LOSS=0.035241 | PCL_LOSS=0.003393 | MEAN_GATE=0.3047 | BATCH_RMSE=0.187727
  STEP 7000/11478 | TOTAL_LOSS=0.283065 | REG_LOSS=0.282994 | PCL_LOSS=0.000717 | MEAN_GATE=0.2066 | BATCH_RMSE=0.531972
  STEP 7100/11478 | TOTAL_LOSS=0.012286 | REG_LOSS=0.012286 | PCL_LOSS=0.000000 | MEAN_GATE=0.2954 | BATCH_RMSE=0.110844
  STEP 7200/11478 | TOTAL_LOSS=5.140930 | REG_LOSS=5.140930 | PCL_LOSS=0.000000 | MEAN_GATE=0.1881 | BATCH_RMSE=2.267362
  STEP 7300/11478 | TOTAL_LOSS=0.254115 | REG_LOSS=0.254050 | PCL_LOSS=0.000651 | MEAN_GATE=0.1259 | BATCH_RMSE=0.504034
  STEP 7400/11478 | TOTAL_LOSS=0.081528 | REG_LOSS=0.081528 | PCL_LOSS=0.000000 | MEAN_GATE=0.1530 | BATCH_RMSE=0.285531
  STEP 7500/11478 | TOTAL_LOSS=0.265804 | REG_LOSS=0.265804 | PCL_LOSS=0.000000 | MEAN_GATE=0.1444 | BATCH_RMSE=0.515562
  STEP 7600/11478 | TOTAL_LOSS=0.024341 | REG_LOSS=0.007940 | PCL_LOSS=0.164014 | MEAN_GATE=0.2696 | BATCH_RMSE=0.089107
  STEP 7700/11478 | TOTAL_LOSS=0.033984 | REG_LOSS=0.033984 | PCL_LOSS=0.000000 | MEAN_GATE=0.1994 | BATCH_RMSE=0.184348
  STEP 7800/11478 | TOTAL_LOSS=0.002693 | REG_LOSS=0.002693 | PCL_LOSS=0.000001 | MEAN_GATE=0.1899 | BATCH_RMSE=0.051893
  STEP 7900/11478 | TOTAL_LOSS=0.213614 | REG_LOSS=0.213614 | PCL_LOSS=0.000001 | MEAN_GATE=0.2503 | BATCH_RMSE=0.462184
  STEP 8000/11478 | TOTAL_LOSS=0.153965 | REG_LOSS=0.131422 | PCL_LOSS=0.225433 | MEAN_GATE=0.1684 | BATCH_RMSE=0.362522
  STEP 8100/11478 | TOTAL_LOSS=0.018466 | REG_LOSS=0.018466 | PCL_LOSS=0.000000 | MEAN_GATE=0.3174 | BATCH_RMSE=0.135890
  STEP 8200/11478 | TOTAL_LOSS=2.846085 | REG_LOSS=2.834086 | PCL_LOSS=0.119986 | MEAN_GATE=0.1848 | BATCH_RMSE=1.683475
  STEP 8300/11478 | TOTAL_LOSS=0.979580 | REG_LOSS=0.979580 | PCL_LOSS=0.000000 | MEAN_GATE=0.2068 | BATCH_RMSE=0.989737
  STEP 8400/11478 | TOTAL_LOSS=0.000384 | REG_LOSS=0.000384 | PCL_LOSS=0.000000 | MEAN_GATE=0.1907 | BATCH_RMSE=0.019603
  STEP 8500/11478 | TOTAL_LOSS=0.055305 | REG_LOSS=0.055304 | PCL_LOSS=0.000001 | MEAN_GATE=0.1526 | BATCH_RMSE=0.235169
  STEP 8600/11478 | TOTAL_LOSS=0.050333 | REG_LOSS=0.050333 | PCL_LOSS=0.000000 | MEAN_GATE=0.2204 | BATCH_RMSE=0.224351
  STEP 8700/11478 | TOTAL_LOSS=1.662859 | REG_LOSS=1.636653 | PCL_LOSS=0.262061 | MEAN_GATE=0.2799 | BATCH_RMSE=1.279317
  STEP 8800/11478 | TOTAL_LOSS=0.016725 | REG_LOSS=0.016719 | PCL_LOSS=0.000057 | MEAN_GATE=0.3192 | BATCH_RMSE=0.129302
  STEP 8900/11478 | TOTAL_LOSS=0.260276 | REG_LOSS=0.260151 | PCL_LOSS=0.001246 | MEAN_GATE=0.1307 | BATCH_RMSE=0.510050
  STEP 9000/11478 | TOTAL_LOSS=0.437912 | REG_LOSS=0.437759 | PCL_LOSS=0.001523 | MEAN_GATE=0.1728 | BATCH_RMSE=0.661634
  STEP 9100/11478 | TOTAL_LOSS=0.074518 | REG_LOSS=0.074514 | PCL_LOSS=0.000043 | MEAN_GATE=0.1683 | BATCH_RMSE=0.272973
  STEP 9200/11478 | TOTAL_LOSS=0.027145 | REG_LOSS=0.027102 | PCL_LOSS=0.000427 | MEAN_GATE=0.1905 | BATCH_RMSE=0.164628
  STEP 9300/11478 | TOTAL_LOSS=0.059160 | REG_LOSS=0.059152 | PCL_LOSS=0.000076 | MEAN_GATE=0.1288 | BATCH_RMSE=0.243213
  STEP 9400/11478 | TOTAL_LOSS=0.090668 | REG_LOSS=0.090668 | PCL_LOSS=0.000000 | MEAN_GATE=0.2225 | BATCH_RMSE=0.301111
  STEP 9500/11478 | TOTAL_LOSS=0.330877 | REG_LOSS=0.330877 | PCL_LOSS=0.000000 | MEAN_GATE=0.2342 | BATCH_RMSE=0.575219
  STEP 9600/11478 | TOTAL_LOSS=0.060400 | REG_LOSS=0.060400 | PCL_LOSS=0.000000 | MEAN_GATE=0.2297 | BATCH_RMSE=0.245764
  STEP 9700/11478 | TOTAL_LOSS=0.075211 | REG_LOSS=0.075211 | PCL_LOSS=0.000000 | MEAN_GATE=0.1543 | BATCH_RMSE=0.274245
  STEP 9800/11478 | TOTAL_LOSS=0.095134 | REG_LOSS=0.094924 | PCL_LOSS=0.002098 | MEAN_GATE=0.2648 | BATCH_RMSE=0.308097
  STEP 9900/11478 | TOTAL_LOSS=0.675597 | REG_LOSS=0.675062 | PCL_LOSS=0.005349 | MEAN_GATE=0.2067 | BATCH_RMSE=0.821622
  STEP 10000/11478 | TOTAL_LOSS=1.593437 | REG_LOSS=1.593437 | PCL_LOSS=0.000000 | MEAN_GATE=0.2311 | BATCH_RMSE=1.262314
  STEP 10100/11478 | TOTAL_LOSS=0.493990 | REG_LOSS=0.493990 | PCL_LOSS=0.000000 | MEAN_GATE=0.1919 | BATCH_RMSE=0.702844
  STEP 10200/11478 | TOTAL_LOSS=0.636297 | REG_LOSS=0.636281 | PCL_LOSS=0.000155 | MEAN_GATE=0.2362 | BATCH_RMSE=0.797672
  STEP 10300/11478 | TOTAL_LOSS=0.258514 | REG_LOSS=0.258512 | PCL_LOSS=0.000017 | MEAN_GATE=0.2121 | BATCH_RMSE=0.508441
  STEP 10400/11478 | TOTAL_LOSS=0.131564 | REG_LOSS=0.131564 | PCL_LOSS=0.000000 | MEAN_GATE=0.1342 | BATCH_RMSE=0.362717
  STEP 10500/11478 | TOTAL_LOSS=0.207143 | REG_LOSS=0.207140 | PCL_LOSS=0.000035 | MEAN_GATE=0.1385 | BATCH_RMSE=0.455126
  STEP 10600/11478 | TOTAL_LOSS=0.018776 | REG_LOSS=0.018776 | PCL_LOSS=0.000000 | MEAN_GATE=0.2806 | BATCH_RMSE=0.137024
  STEP 10700/11478 | TOTAL_LOSS=0.056371 | REG_LOSS=0.056361 | PCL_LOSS=0.000107 | MEAN_GATE=0.1359 | BATCH_RMSE=0.237404
  STEP 10800/11478 | TOTAL_LOSS=0.164131 | REG_LOSS=0.164131 | PCL_LOSS=0.000000 | MEAN_GATE=0.1963 | BATCH_RMSE=0.405131
  STEP 10900/11478 | TOTAL_LOSS=1.462209 | REG_LOSS=1.462209 | PCL_LOSS=0.000000 | MEAN_GATE=0.2830 | BATCH_RMSE=1.209218
  STEP 11000/11478 | TOTAL_LOSS=0.042020 | REG_LOSS=0.042020 | PCL_LOSS=0.000000 | MEAN_GATE=0.2079 | BATCH_RMSE=0.204987
  STEP 11100/11478 | TOTAL_LOSS=0.011390 | REG_LOSS=0.011390 | PCL_LOSS=0.000000 | MEAN_GATE=0.1932 | BATCH_RMSE=0.106723
  STEP 11200/11478 | TOTAL_LOSS=0.148552 | REG_LOSS=0.148552 | PCL_LOSS=0.000000 | MEAN_GATE=0.1552 | BATCH_RMSE=0.385425
  STEP 11300/11478 | TOTAL_LOSS=0.069158 | REG_LOSS=0.064923 | PCL_LOSS=0.042350 | MEAN_GATE=0.1381 | BATCH_RMSE=0.254799
  STEP 11400/11478 | TOTAL_LOSS=0.102866 | REG_LOSS=0.030967 | PCL_LOSS=0.718990 | MEAN_GATE=0.2458 | BATCH_RMSE=0.175974
[EPOCH 018/030] TRAIN: TOTAL=0.449835 | REG=0.441815 | PCL=0.080200 | RMSE=0.664692 | MAE=0.452682 | CI=0.801062 | RM2=0.424782
[EPOCH 018/030] VAL  : TOTAL=0.372638 | REG=0.367452 | PCL=0.051860 | RMSE=0.606178 | MAE=0.379492 | CI=0.843056 | RM2=0.532809

EPOCH 19/30
  STEP 100/11478 | TOTAL_LOSS=0.324474 | REG_LOSS=0.324470 | PCL_LOSS=0.000038 | MEAN_GATE=0.2112 | BATCH_RMSE=0.569623
  STEP 200/11478 | TOTAL_LOSS=1.159144 | REG_LOSS=1.159144 | PCL_LOSS=0.000000 | MEAN_GATE=0.1509 | BATCH_RMSE=1.076636
  STEP 300/11478 | TOTAL_LOSS=0.260091 | REG_LOSS=0.260091 | PCL_LOSS=0.000001 | MEAN_GATE=0.2436 | BATCH_RMSE=0.509991
  STEP 400/11478 | TOTAL_LOSS=1.581367 | REG_LOSS=1.515624 | PCL_LOSS=0.657430 | MEAN_GATE=0.3585 | BATCH_RMSE=1.231107
  STEP 500/11478 | TOTAL_LOSS=0.120862 | REG_LOSS=0.120862 | PCL_LOSS=0.000000 | MEAN_GATE=0.1637 | BATCH_RMSE=0.347652
  STEP 600/11478 | TOTAL_LOSS=0.316996 | REG_LOSS=0.218383 | PCL_LOSS=0.986127 | MEAN_GATE=0.1578 | BATCH_RMSE=0.467315
  STEP 700/11478 | TOTAL_LOSS=0.549980 | REG_LOSS=0.549962 | PCL_LOSS=0.000183 | MEAN_GATE=0.1506 | BATCH_RMSE=0.741594
  STEP 800/11478 | TOTAL_LOSS=0.446377 | REG_LOSS=0.446210 | PCL_LOSS=0.001676 | MEAN_GATE=0.1821 | BATCH_RMSE=0.667989
  STEP 900/11478 | TOTAL_LOSS=0.262717 | REG_LOSS=0.207770 | PCL_LOSS=0.549469 | MEAN_GATE=0.1361 | BATCH_RMSE=0.455818
  STEP 1000/11478 | TOTAL_LOSS=0.078965 | REG_LOSS=0.067700 | PCL_LOSS=0.112651 | MEAN_GATE=0.1968 | BATCH_RMSE=0.260191
  STEP 1100/11478 | TOTAL_LOSS=0.384620 | REG_LOSS=0.349104 | PCL_LOSS=0.355162 | MEAN_GATE=0.1551 | BATCH_RMSE=0.590850
  STEP 1200/11478 | TOTAL_LOSS=1.061629 | REG_LOSS=1.001237 | PCL_LOSS=0.603922 | MEAN_GATE=0.2224 | BATCH_RMSE=1.000618
  STEP 1300/11478 | TOTAL_LOSS=0.048930 | REG_LOSS=0.048796 | PCL_LOSS=0.001338 | MEAN_GATE=0.1446 | BATCH_RMSE=0.220898
  STEP 1400/11478 | TOTAL_LOSS=0.103432 | REG_LOSS=0.046874 | PCL_LOSS=0.565581 | MEAN_GATE=0.1425 | BATCH_RMSE=0.216504
  STEP 1500/11478 | TOTAL_LOSS=0.031039 | REG_LOSS=0.031039 | PCL_LOSS=0.000000 | MEAN_GATE=0.2532 | BATCH_RMSE=0.176179
  STEP 1600/11478 | TOTAL_LOSS=0.038714 | REG_LOSS=0.022623 | PCL_LOSS=0.160915 | MEAN_GATE=0.2069 | BATCH_RMSE=0.150409
  STEP 1700/11478 | TOTAL_LOSS=1.578666 | REG_LOSS=1.578666 | PCL_LOSS=0.000000 | MEAN_GATE=0.1740 | BATCH_RMSE=1.256450
  STEP 1800/11478 | TOTAL_LOSS=0.022744 | REG_LOSS=0.022297 | PCL_LOSS=0.004471 | MEAN_GATE=0.1748 | BATCH_RMSE=0.149322
  STEP 1900/11478 | TOTAL_LOSS=2.052999 | REG_LOSS=2.052999 | PCL_LOSS=0.000000 | MEAN_GATE=0.1316 | BATCH_RMSE=1.432829
  STEP 2000/11478 | TOTAL_LOSS=0.738332 | REG_LOSS=0.738332 | PCL_LOSS=0.000000 | MEAN_GATE=0.2470 | BATCH_RMSE=0.859263
  STEP 2100/11478 | TOTAL_LOSS=0.304075 | REG_LOSS=0.303215 | PCL_LOSS=0.008607 | MEAN_GATE=0.1552 | BATCH_RMSE=0.550649
  STEP 2200/11478 | TOTAL_LOSS=0.116038 | REG_LOSS=0.115026 | PCL_LOSS=0.010121 | MEAN_GATE=0.2205 | BATCH_RMSE=0.339155
  STEP 2300/11478 | TOTAL_LOSS=0.099345 | REG_LOSS=0.058706 | PCL_LOSS=0.406396 | MEAN_GATE=0.2194 | BATCH_RMSE=0.242292
  STEP 2400/11478 | TOTAL_LOSS=0.033982 | REG_LOSS=0.033982 | PCL_LOSS=0.000000 | MEAN_GATE=0.1298 | BATCH_RMSE=0.184343
  STEP 2500/11478 | TOTAL_LOSS=0.085276 | REG_LOSS=0.085276 | PCL_LOSS=0.000000 | MEAN_GATE=0.1948 | BATCH_RMSE=0.292021
  STEP 2600/11478 | TOTAL_LOSS=0.340012 | REG_LOSS=0.289682 | PCL_LOSS=0.503308 | MEAN_GATE=0.1910 | BATCH_RMSE=0.538221
  STEP 2700/11478 | TOTAL_LOSS=0.111264 | REG_LOSS=0.111264 | PCL_LOSS=0.000000 | MEAN_GATE=0.2485 | BATCH_RMSE=0.333563
  STEP 2800/11478 | TOTAL_LOSS=0.002237 | REG_LOSS=0.002237 | PCL_LOSS=0.000000 | MEAN_GATE=0.1973 | BATCH_RMSE=0.047298
  STEP 2900/11478 | TOTAL_LOSS=0.147438 | REG_LOSS=0.075888 | PCL_LOSS=0.715496 | MEAN_GATE=0.3375 | BATCH_RMSE=0.275478
  STEP 3000/11478 | TOTAL_LOSS=0.632324 | REG_LOSS=0.628546 | PCL_LOSS=0.037780 | MEAN_GATE=0.2142 | BATCH_RMSE=0.792809
  STEP 3100/11478 | TOTAL_LOSS=0.223671 | REG_LOSS=0.223671 | PCL_LOSS=0.000000 | MEAN_GATE=0.2262 | BATCH_RMSE=0.472939
  STEP 3200/11478 | TOTAL_LOSS=0.013695 | REG_LOSS=0.013695 | PCL_LOSS=0.000000 | MEAN_GATE=0.2937 | BATCH_RMSE=0.117027
  STEP 3300/11478 | TOTAL_LOSS=0.072115 | REG_LOSS=0.003822 | PCL_LOSS=0.682935 | MEAN_GATE=0.1409 | BATCH_RMSE=0.061821
  STEP 3400/11478 | TOTAL_LOSS=0.021388 | REG_LOSS=0.021388 | PCL_LOSS=0.000000 | MEAN_GATE=0.3403 | BATCH_RMSE=0.146246
  STEP 3500/11478 | TOTAL_LOSS=0.226475 | REG_LOSS=0.226475 | PCL_LOSS=0.000000 | MEAN_GATE=0.2580 | BATCH_RMSE=0.475894
