Using device: cuda
[DavisDatasetP13D] input pairs: 30056
[DavisDatasetP13D] kept pairs : 28696
[DavisDatasetP13D] missing counts: {'drug_1d': 0, 'drug_2d': 0, 'protein_1d': 0, 'protein_3d': 1360}
TOTAL SIZE: 28696
TRAIN SIZE: 22956
VAL SIZE: 5740
SPLIT JSON: data/splits/davis_fixed_split_size2.json
MODEL: drug_1d + protein_1d + protein_3d + protein(1d-3d) contrastive learning

EPOCH 1/30
  STEP 100/11478 | TOTAL_LOSS=0.301075 | REG_LOSS=0.229882 | PCL_LOSS=0.711929 | MEAN_GATE=0.5181 | BATCH_RMSE=0.479461
  STEP 1800/11478 | TOTAL_LOSS=0.116680 | REG_LOSS=0.116433 | PCL_LOSS=0.002465 | MEAN_GATE=0.3234 | BATCH_RMSE=0.341223
  STEP 1900/11478 | TOTAL_LOSS=1.758091 | REG_LOSS=1.758083 | PCL_LOSS=0.000075 | MEAN_GATE=0.3176 | BATCH_RMSE=1.325927
  STEP 2000/11478 | TOTAL_LOSS=0.060109 | REG_LOSS=0.060109 | PCL_LOSS=0.000000 | MEAN_GATE=0.1519 | BATCH_RMSE=0.245171
  STEP 2100/11478 | TOTAL_LOSS=0.149043 | REG_LOSS=0.094589 | PCL_LOSS=0.544538 | MEAN_GATE=0.2108 | BATCH_RMSE=0.307554
  STEP 2200/11478 | TOTAL_LOSS=0.289885 | REG_LOSS=0.289885 | PCL_LOSS=0.000000 | MEAN_GATE=0.2226 | BATCH_RMSE=0.538410
  STEP 2300/11478 | TOTAL_LOSS=0.106942 | REG_LOSS=0.106759 | PCL_LOSS=0.001825 | MEAN_GATE=0.1132 | BATCH_RMSE=0.326740
  STEP 2400/11478 | TOTAL_LOSS=0.104910 | REG_LOSS=0.104910 | PCL_LOSS=0.000000 | MEAN_GATE=0.2062 | BATCH_RMSE=0.323899
  STEP 2500/11478 | TOTAL_LOSS=0.091089 | REG_LOSS=0.091069 | PCL_LOSS=0.000200 | MEAN_GATE=0.2104 | BATCH_RMSE=0.301777
  STEP 2600/11478 | TOTAL_LOSS=1.409384 | REG_LOSS=1.349874 | PCL_LOSS=0.595106 | MEAN_GATE=0.2909 | BATCH_RMSE=1.161841
  STEP 2700/11478 | TOTAL_LOSS=1.592287 | REG_LOSS=1.592287 | PCL_LOSS=0.000000 | MEAN_GATE=0.1288 | BATCH_RMSE=1.261859
  STEP 2800/11478 | TOTAL_LOSS=2.593417 | REG_LOSS=2.593417 | PCL_LOSS=0.000000 | MEAN_GATE=0.2227 | BATCH_RMSE=1.610409
  STEP 2900/11478 | TOTAL_LOSS=0.389452 | REG_LOSS=0.389451 | PCL_LOSS=0.000008 | MEAN_GATE=0.1378 | BATCH_RMSE=0.624060
  STEP 3000/11478 | TOTAL_LOSS=0.121915 | REG_LOSS=0.121898 | PCL_LOSS=0.000171 | MEAN_GATE=0.2529 | BATCH_RMSE=0.349139
  STEP 3100/11478 | TOTAL_LOSS=0.174812 | REG_LOSS=0.174812 | PCL_LOSS=0.000000 | MEAN_GATE=0.2288 | BATCH_RMSE=0.418105
  STEP 3200/11478 | TOTAL_LOSS=0.018758 | REG_LOSS=0.000286 | PCL_LOSS=0.184720 | MEAN_GATE=0.1529 | BATCH_RMSE=0.016912
  STEP 3300/11478 | TOTAL_LOSS=1.570068 | REG_LOSS=1.570067 | PCL_LOSS=0.000001 | MEAN_GATE=0.2428 | BATCH_RMSE=1.253023
  STEP 3400/11478 | TOTAL_LOSS=0.013905 | REG_LOSS=0.013903 | PCL_LOSS=0.000020 | MEAN_GATE=0.1180 | BATCH_RMSE=0.117911
  STEP 3500/11478 | TOTAL_LOSS=0.171091 | REG_LOSS=0.171091 | PCL_LOSS=0.000000 | MEAN_GATE=0.3567 | BATCH_RMSE=0.413631
  STEP 3600/11478 | TOTAL_LOSS=0.823541 | REG_LOSS=0.823526 | PCL_LOSS=0.000143 | MEAN_GATE=0.3553 | BATCH_RMSE=0.907483
  STEP 3700/11478 | TOTAL_LOSS=0.288243 | REG_LOSS=0.288243 | PCL_LOSS=0.000000 | MEAN_GATE=0.2928 | BATCH_RMSE=0.536883
  STEP 3800/11478 | TOTAL_LOSS=0.565664 | REG_LOSS=0.565663 | PCL_LOSS=0.000003 | MEAN_GATE=0.1649 | BATCH_RMSE=0.752106
  STEP 3900/11478 | TOTAL_LOSS=0.175898 | REG_LOSS=0.175898 | PCL_LOSS=0.000000 | MEAN_GATE=0.2408 | BATCH_RMSE=0.419402
  STEP 4000/11478 | TOTAL_LOSS=0.079689 | REG_LOSS=0.079687 | PCL_LOSS=0.000023 | MEAN_GATE=0.3366 | BATCH_RMSE=0.282288
  STEP 4100/11478 | TOTAL_LOSS=0.852833 | REG_LOSS=0.852781 | PCL_LOSS=0.000519 | MEAN_GATE=0.4319 | BATCH_RMSE=0.923462
  STEP 4200/11478 | TOTAL_LOSS=4.572388 | REG_LOSS=4.572370 | PCL_LOSS=0.000180 | MEAN_GATE=0.4233 | BATCH_RMSE=2.138310
  STEP 4300/11478 | TOTAL_LOSS=0.221215 | REG_LOSS=0.221206 | PCL_LOSS=0.000089 | MEAN_GATE=0.2354 | BATCH_RMSE=0.470325
  STEP 4400/11478 | TOTAL_LOSS=0.463979 | REG_LOSS=0.463960 | PCL_LOSS=0.000194 | MEAN_GATE=0.2400 | BATCH_RMSE=0.681146
  STEP 4500/11478 | TOTAL_LOSS=0.074314 | REG_LOSS=0.074314 | PCL_LOSS=0.000000 | MEAN_GATE=0.1776 | BATCH_RMSE=0.272606
  STEP 4600/11478 | TOTAL_LOSS=0.113850 | REG_LOSS=0.113714 | PCL_LOSS=0.001353 | MEAN_GATE=0.1329 | BATCH_RMSE=0.337215
  STEP 4700/11478 | TOTAL_LOSS=1.590426 | REG_LOSS=1.590426 | PCL_LOSS=0.000000 | MEAN_GATE=0.2893 | BATCH_RMSE=1.261121
  STEP 4800/11478 | TOTAL_LOSS=0.072007 | REG_LOSS=0.071993 | PCL_LOSS=0.000140 | MEAN_GATE=0.1010 | BATCH_RMSE=0.268315
  STEP 4900/11478 | TOTAL_LOSS=0.476643 | REG_LOSS=0.476643 | PCL_LOSS=0.000000 | MEAN_GATE=0.1888 | BATCH_RMSE=0.690394
  STEP 5000/11478 | TOTAL_LOSS=0.621781 | REG_LOSS=0.621781 | PCL_LOSS=0.000002 | MEAN_GATE=0.1306 | BATCH_RMSE=0.788531
  STEP 5100/11478 | TOTAL_LOSS=0.478149 | REG_LOSS=0.477440 | PCL_LOSS=0.007085 | MEAN_GATE=0.1563 | BATCH_RMSE=0.690971
  STEP 5200/11478 | TOTAL_LOSS=0.016929 | REG_LOSS=0.014507 | PCL_LOSS=0.024227 | MEAN_GATE=0.2478 | BATCH_RMSE=0.120444
  STEP 5300/11478 | TOTAL_LOSS=0.758645 | REG_LOSS=0.689713 | PCL_LOSS=0.689322 | MEAN_GATE=0.2286 | BATCH_RMSE=0.830490
  STEP 5400/11478 | TOTAL_LOSS=0.080761 | REG_LOSS=0.080743 | PCL_LOSS=0.000175 | MEAN_GATE=0.2456 | BATCH_RMSE=0.284153
  STEP 5500/11478 | TOTAL_LOSS=0.211158 | REG_LOSS=0.153625 | PCL_LOSS=0.575330 | MEAN_GATE=0.2005 | BATCH_RMSE=0.391950
  STEP 5600/11478 | TOTAL_LOSS=0.376250 | REG_LOSS=0.204524 | PCL_LOSS=1.717259 | MEAN_GATE=0.1764 | BATCH_RMSE=0.452244
  STEP 5700/11478 | TOTAL_LOSS=0.037717 | REG_LOSS=0.037711 | PCL_LOSS=0.000062 | MEAN_GATE=0.2029 | BATCH_RMSE=0.194193
  STEP 5800/11478 | TOTAL_LOSS=0.955993 | REG_LOSS=0.955943 | PCL_LOSS=0.000503 | MEAN_GATE=0.2365 | BATCH_RMSE=0.977723
  STEP 5900/11478 | TOTAL_LOSS=0.132962 | REG_LOSS=0.132962 | PCL_LOSS=0.000000 | MEAN_GATE=0.2327 | BATCH_RMSE=0.364639
  STEP 6000/11478 | TOTAL_LOSS=0.006097 | REG_LOSS=0.006095 | PCL_LOSS=0.000022 | MEAN_GATE=0.1400 | BATCH_RMSE=0.078070
  STEP 6100/11478 | TOTAL_LOSS=0.328709 | REG_LOSS=0.328709 | PCL_LOSS=0.000000 | MEAN_GATE=0.1416 | BATCH_RMSE=0.573331
  STEP 6200/11478 | TOTAL_LOSS=0.597864 | REG_LOSS=0.592822 | PCL_LOSS=0.050417 | MEAN_GATE=0.1439 | BATCH_RMSE=0.769949
  STEP 6300/11478 | TOTAL_LOSS=0.559335 | REG_LOSS=0.559334 | PCL_LOSS=0.000007 | MEAN_GATE=0.2933 | BATCH_RMSE=0.747886
  STEP 6400/11478 | TOTAL_LOSS=0.045368 | REG_LOSS=0.045368 | PCL_LOSS=0.000000 | MEAN_GATE=0.2969 | BATCH_RMSE=0.212997
  STEP 6500/11478 | TOTAL_LOSS=0.064153 | REG_LOSS=0.064147 | PCL_LOSS=0.000058 | MEAN_GATE=0.2547 | BATCH_RMSE=0.253272
  STEP 6600/11478 | TOTAL_LOSS=0.008436 | REG_LOSS=0.008436 | PCL_LOSS=0.000000 | MEAN_GATE=0.2145 | BATCH_RMSE=0.091850
  STEP 6700/11478 | TOTAL_LOSS=0.026250 | REG_LOSS=0.026224 | PCL_LOSS=0.000263 | MEAN_GATE=0.2381 | BATCH_RMSE=0.161938
  STEP 6800/11478 | TOTAL_LOSS=2.493062 | REG_LOSS=2.493062 | PCL_LOSS=0.000000 | MEAN_GATE=0.2296 | BATCH_RMSE=1.578943
  STEP 6900/11478 | TOTAL_LOSS=0.011250 | REG_LOSS=0.011250 | PCL_LOSS=0.000000 | MEAN_GATE=0.1132 | BATCH_RMSE=0.106064
  STEP 7000/11478 | TOTAL_LOSS=1.899897 | REG_LOSS=1.899897 | PCL_LOSS=0.000001 | MEAN_GATE=0.3221 | BATCH_RMSE=1.378367
  STEP 7100/11478 | TOTAL_LOSS=3.447145 | REG_LOSS=3.380527 | PCL_LOSS=0.666182 | MEAN_GATE=0.1644 | BATCH_RMSE=1.838621
  STEP 7200/11478 | TOTAL_LOSS=0.597753 | REG_LOSS=0.597749 | PCL_LOSS=0.000039 | MEAN_GATE=0.2185 | BATCH_RMSE=0.773142
  STEP 7300/11478 | TOTAL_LOSS=1.431451 | REG_LOSS=1.431451 | PCL_LOSS=0.000008 | MEAN_GATE=0.1535 | BATCH_RMSE=1.196432
  STEP 7400/11478 | TOTAL_LOSS=0.339195 | REG_LOSS=0.339195 | PCL_LOSS=0.000000 | MEAN_GATE=0.2037 | BATCH_RMSE=0.582404
  STEP 7500/11478 | TOTAL_LOSS=0.069026 | REG_LOSS=0.068673 | PCL_LOSS=0.003531 | MEAN_GATE=0.2130 | BATCH_RMSE=0.262056
  STEP 7600/11478 | TOTAL_LOSS=0.188335 | REG_LOSS=0.188335 | PCL_LOSS=0.000000 | MEAN_GATE=0.2886 | BATCH_RMSE=0.433976
  STEP 7700/11478 | TOTAL_LOSS=0.935404 | REG_LOSS=0.935369 | PCL_LOSS=0.000350 | MEAN_GATE=0.2011 | BATCH_RMSE=0.967145
  STEP 7800/11478 | TOTAL_LOSS=0.273864 | REG_LOSS=0.204389 | PCL_LOSS=0.694751 | MEAN_GATE=0.3407 | BATCH_RMSE=0.452094
  STEP 7900/11478 | TOTAL_LOSS=0.153311 | REG_LOSS=0.153311 | PCL_LOSS=0.000000 | MEAN_GATE=0.3130 | BATCH_RMSE=0.391550
  STEP 8000/11478 | TOTAL_LOSS=0.140183 | REG_LOSS=0.140052 | PCL_LOSS=0.001318 | MEAN_GATE=0.1331 | BATCH_RMSE=0.374235
  STEP 8100/11478 | TOTAL_LOSS=0.142598 | REG_LOSS=0.076137 | PCL_LOSS=0.664612 | MEAN_GATE=0.2342 | BATCH_RMSE=0.275928
  STEP 8200/11478 | TOTAL_LOSS=0.347328 | REG_LOSS=0.347328 | PCL_LOSS=0.000003 | MEAN_GATE=0.2105 | BATCH_RMSE=0.589345
  STEP 8300/11478 | TOTAL_LOSS=0.776998 | REG_LOSS=0.776998 | PCL_LOSS=0.000000 | MEAN_GATE=0.1912 | BATCH_RMSE=0.881475
  STEP 8400/11478 | TOTAL_LOSS=0.047252 | REG_LOSS=0.047252 | PCL_LOSS=0.000002 | MEAN_GATE=0.2388 | BATCH_RMSE=0.217376
  STEP 8500/11478 | TOTAL_LOSS=0.448226 | REG_LOSS=0.448226 | PCL_LOSS=0.000001 | MEAN_GATE=0.2191 | BATCH_RMSE=0.669497
  STEP 8600/11478 | TOTAL_LOSS=0.087945 | REG_LOSS=0.085348 | PCL_LOSS=0.025965 | MEAN_GATE=0.1259 | BATCH_RMSE=0.292145
  STEP 8700/11478 | TOTAL_LOSS=0.072162 | REG_LOSS=0.072162 | PCL_LOSS=0.000000 | MEAN_GATE=0.2392 | BATCH_RMSE=0.268630
  STEP 8800/11478 | TOTAL_LOSS=1.160152 | REG_LOSS=1.160152 | PCL_LOSS=0.000000 | MEAN_GATE=0.1932 | BATCH_RMSE=1.077104
  STEP 8900/11478 | TOTAL_LOSS=0.738994 | REG_LOSS=0.738994 | PCL_LOSS=0.000000 | MEAN_GATE=0.1416 | BATCH_RMSE=0.859648
  STEP 9000/11478 | TOTAL_LOSS=0.492206 | REG_LOSS=0.492119 | PCL_LOSS=0.000869 | MEAN_GATE=0.1958 | BATCH_RMSE=0.701512
  STEP 9100/11478 | TOTAL_LOSS=0.103315 | REG_LOSS=0.065870 | PCL_LOSS=0.374442 | MEAN_GATE=0.1893 | BATCH_RMSE=0.256652
  STEP 9200/11478 | TOTAL_LOSS=0.240351 | REG_LOSS=0.240351 | PCL_LOSS=0.000000 | MEAN_GATE=0.3196 | BATCH_RMSE=0.490256
  STEP 9300/11478 | TOTAL_LOSS=0.132616 | REG_LOSS=0.128164 | PCL_LOSS=0.044511 | MEAN_GATE=0.1085 | BATCH_RMSE=0.358001
  STEP 9400/11478 | TOTAL_LOSS=1.120446 | REG_LOSS=1.113635 | PCL_LOSS=0.068108 | MEAN_GATE=0.1560 | BATCH_RMSE=1.055289
  STEP 9500/11478 | TOTAL_LOSS=0.177749 | REG_LOSS=0.157294 | PCL_LOSS=0.204547 | MEAN_GATE=0.3746 | BATCH_RMSE=0.396604
  STEP 9600/11478 | TOTAL_LOSS=0.311169 | REG_LOSS=0.311169 | PCL_LOSS=0.000001 | MEAN_GATE=0.2556 | BATCH_RMSE=0.557825
  STEP 9700/11478 | TOTAL_LOSS=0.945001 | REG_LOSS=0.944372 | PCL_LOSS=0.006296 | MEAN_GATE=0.1705 | BATCH_RMSE=0.971788
  STEP 9800/11478 | TOTAL_LOSS=0.020284 | REG_LOSS=0.020284 | PCL_LOSS=0.000000 | MEAN_GATE=0.1671 | BATCH_RMSE=0.142423
  STEP 9900/11478 | TOTAL_LOSS=0.025745 | REG_LOSS=0.025745 | PCL_LOSS=0.000000 | MEAN_GATE=0.1293 | BATCH_RMSE=0.160452
  STEP 10000/11478 | TOTAL_LOSS=0.231972 | REG_LOSS=0.231972 | PCL_LOSS=0.000000 | MEAN_GATE=0.2449 | BATCH_RMSE=0.481634
  STEP 10100/11478 | TOTAL_LOSS=1.161166 | REG_LOSS=1.148508 | PCL_LOSS=0.126577 | MEAN_GATE=0.4362 | BATCH_RMSE=1.071685
  STEP 10200/11478 | TOTAL_LOSS=0.063991 | REG_LOSS=0.063991 | PCL_LOSS=0.000000 | MEAN_GATE=0.2980 | BATCH_RMSE=0.252965
  STEP 10300/11478 | TOTAL_LOSS=0.089722 | REG_LOSS=0.089558 | PCL_LOSS=0.001643 | MEAN_GATE=0.1681 | BATCH_RMSE=0.299263
  STEP 10400/11478 | TOTAL_LOSS=0.158167 | REG_LOSS=0.148933 | PCL_LOSS=0.092343 | MEAN_GATE=0.2854 | BATCH_RMSE=0.385918
  STEP 10500/11478 | TOTAL_LOSS=0.313344 | REG_LOSS=0.313344 | PCL_LOSS=0.000000 | MEAN_GATE=0.2564 | BATCH_RMSE=0.559771
  STEP 10600/11478 | TOTAL_LOSS=0.021516 | REG_LOSS=0.012813 | PCL_LOSS=0.087028 | MEAN_GATE=0.1116 | BATCH_RMSE=0.113196
  STEP 10700/11478 | TOTAL_LOSS=0.100179 | REG_LOSS=0.023901 | PCL_LOSS=0.762775 | MEAN_GATE=0.1832 | BATCH_RMSE=0.154601
  STEP 10800/11478 | TOTAL_LOSS=0.583622 | REG_LOSS=0.583622 | PCL_LOSS=0.000002 | MEAN_GATE=0.2962 | BATCH_RMSE=0.763951
  STEP 10900/11478 | TOTAL_LOSS=2.996782 | REG_LOSS=2.979374 | PCL_LOSS=0.174083 | MEAN_GATE=0.1243 | BATCH_RMSE=1.726086
  STEP 11000/11478 | TOTAL_LOSS=0.168666 | REG_LOSS=0.168666 | PCL_LOSS=0.000000 | MEAN_GATE=0.1339 | BATCH_RMSE=0.410689
  STEP 11100/11478 | TOTAL_LOSS=1.359786 | REG_LOSS=1.359786 | PCL_LOSS=0.000000 | MEAN_GATE=0.3998 | BATCH_RMSE=1.166099
  STEP 11200/11478 | TOTAL_LOSS=1.264129 | REG_LOSS=1.204675 | PCL_LOSS=0.594533 | MEAN_GATE=0.0981 | BATCH_RMSE=1.097577
  STEP 11300/11478 | TOTAL_LOSS=0.517105 | REG_LOSS=0.514389 | PCL_LOSS=0.027158 | MEAN_GATE=0.2454 | BATCH_RMSE=0.717209
  STEP 11400/11478 | TOTAL_LOSS=0.091333 | REG_LOSS=0.091333 | PCL_LOSS=0.000000 | MEAN_GATE=0.1815 | BATCH_RMSE=0.302214
[EPOCH 008/030] TRAIN: TOTAL=0.592934 | REG=0.582922 | PCL=0.100117 | RMSE=0.763493 | MAE=0.523188 | CI=0.763830 | RM2=0.275571
[EPOCH 008/030] VAL  : TOTAL=0.600772 | REG=0.593018 | PCL=0.077542 | RMSE=0.770077 | MAE=0.469582 | CI=0.813404 | RM2=0.389970

EPOCH 9/30
  STEP 100/11478 | TOTAL_LOSS=1.312858 | REG_LOSS=1.311877 | PCL_LOSS=0.009807 | MEAN_GATE=0.3378 | BATCH_RMSE=1.145372
  STEP 200/11478 | TOTAL_LOSS=0.779453 | REG_LOSS=0.779453 | PCL_LOSS=0.000000 | MEAN_GATE=0.2536 | BATCH_RMSE=0.882866
  STEP 300/11478 | TOTAL_LOSS=1.274290 | REG_LOSS=1.274063 | PCL_LOSS=0.002269 | MEAN_GATE=0.1882 | BATCH_RMSE=1.128744
  STEP 400/11478 | TOTAL_LOSS=0.169289 | REG_LOSS=0.169288 | PCL_LOSS=0.000001 | MEAN_GATE=0.4188 | BATCH_RMSE=0.411447
  STEP 500/11478 | TOTAL_LOSS=0.132391 | REG_LOSS=0.132391 | PCL_LOSS=0.000000 | MEAN_GATE=0.2910 | BATCH_RMSE=0.363856
  STEP 600/11478 | TOTAL_LOSS=1.368808 | REG_LOSS=1.368738 | PCL_LOSS=0.000701 | MEAN_GATE=0.2122 | BATCH_RMSE=1.169931
  STEP 700/11478 | TOTAL_LOSS=7.071444 | REG_LOSS=7.071444 | PCL_LOSS=0.000000 | MEAN_GATE=0.3716 | BATCH_RMSE=2.659219
  STEP 800/11478 | TOTAL_LOSS=0.126754 | REG_LOSS=0.125382 | PCL_LOSS=0.013719 | MEAN_GATE=0.3114 | BATCH_RMSE=0.354093
  STEP 900/11478 | TOTAL_LOSS=1.460976 | REG_LOSS=1.460401 | PCL_LOSS=0.005743 | MEAN_GATE=0.2662 | BATCH_RMSE=1.208471
  STEP 1000/11478 | TOTAL_LOSS=0.067935 | REG_LOSS=0.067935 | PCL_LOSS=0.000001 | MEAN_GATE=0.1340 | BATCH_RMSE=0.260644
  STEP 1100/11478 | TOTAL_LOSS=0.090532 | REG_LOSS=0.090532 | PCL_LOSS=0.000000 | MEAN_GATE=0.2196 | BATCH_RMSE=0.300886
  STEP 1200/11478 | TOTAL_LOSS=0.071413 | REG_LOSS=0.070757 | PCL_LOSS=0.006563 | MEAN_GATE=0.1117 | BATCH_RMSE=0.266002
  STEP 1300/11478 | TOTAL_LOSS=0.230833 | REG_LOSS=0.230831 | PCL_LOSS=0.000011 | MEAN_GATE=0.1666 | BATCH_RMSE=0.480449
  STEP 1400/11478 | TOTAL_LOSS=0.251751 | REG_LOSS=0.251751 | PCL_LOSS=0.000000 | MEAN_GATE=0.1629 | BATCH_RMSE=0.501748
  STEP 1500/11478 | TOTAL_LOSS=0.135517 | REG_LOSS=0.135515 | PCL_LOSS=0.000018 | MEAN_GATE=0.2708 | BATCH_RMSE=0.368123
  STEP 1600/11478 | TOTAL_LOSS=0.472139 | REG_LOSS=0.400009 | PCL_LOSS=0.721300 | MEAN_GATE=0.2543 | BATCH_RMSE=0.632463
  STEP 1700/11478 | TOTAL_LOSS=0.141490 | REG_LOSS=0.141490 | PCL_LOSS=0.000000 | MEAN_GATE=0.1163 | BATCH_RMSE=0.376152
  STEP 1800/11478 | TOTAL_LOSS=0.373239 | REG_LOSS=0.372392 | PCL_LOSS=0.008472 | MEAN_GATE=0.2732 | BATCH_RMSE=0.610239
  STEP 1900/11478 | TOTAL_LOSS=0.056982 | REG_LOSS=0.056982 | PCL_LOSS=0.000000 | MEAN_GATE=0.1259 | BATCH_RMSE=0.238710
  STEP 2000/11478 | TOTAL_LOSS=1.312317 | REG_LOSS=1.312311 | PCL_LOSS=0.000067 | MEAN_GATE=0.2930 | BATCH_RMSE=1.145561
  STEP 2100/11478 | TOTAL_LOSS=0.029537 | REG_LOSS=0.028981 | PCL_LOSS=0.005566 | MEAN_GATE=0.2196 | BATCH_RMSE=0.170237
  STEP 2200/11478 | TOTAL_LOSS=0.039940 | REG_LOSS=0.039917 | PCL_LOSS=0.000235 | MEAN_GATE=0.0896 | BATCH_RMSE=0.199792
  STEP 2300/11478 | TOTAL_LOSS=0.232547 | REG_LOSS=0.232547 | PCL_LOSS=0.000001 | MEAN_GATE=0.1084 | BATCH_RMSE=0.482231
  STEP 2400/11478 | TOTAL_LOSS=0.623171 | REG_LOSS=0.618595 | PCL_LOSS=0.045761 | MEAN_GATE=0.1747 | BATCH_RMSE=0.786508
  STEP 2500/11478 | TOTAL_LOSS=0.012623 | REG_LOSS=0.012618 | PCL_LOSS=0.000051 | MEAN_GATE=0.2417 | BATCH_RMSE=0.112331
  STEP 2600/11478 | TOTAL_LOSS=0.161121 | REG_LOSS=0.161001 | PCL_LOSS=0.001197 | MEAN_GATE=0.2268 | BATCH_RMSE=0.401249
  STEP 2700/11478 | TOTAL_LOSS=0.136409 | REG_LOSS=0.136409 | PCL_LOSS=0.000000 | MEAN_GATE=0.1668 | BATCH_RMSE=0.369336
  STEP 2800/11478 | TOTAL_LOSS=0.171582 | REG_LOSS=0.171582 | PCL_LOSS=0.000001 | MEAN_GATE=0.1031 | BATCH_RMSE=0.414224
  STEP 2900/11478 | TOTAL_LOSS=0.194229 | REG_LOSS=0.193844 | PCL_LOSS=0.003843 | MEAN_GATE=0.1882 | BATCH_RMSE=0.440278
  STEP 3000/11478 | TOTAL_LOSS=0.034857 | REG_LOSS=0.034857 | PCL_LOSS=0.000000 | MEAN_GATE=0.3077 | BATCH_RMSE=0.186702
  STEP 3100/11478 | TOTAL_LOSS=0.038586 | REG_LOSS=0.037033 | PCL_LOSS=0.015531 | MEAN_GATE=0.1768 | BATCH_RMSE=0.192440
  STEP 3200/11478 | TOTAL_LOSS=1.202452 | REG_LOSS=1.202423 | PCL_LOSS=0.000292 | MEAN_GATE=0.1743 | BATCH_RMSE=1.096551
  STEP 3300/11478 | TOTAL_LOSS=0.627020 | REG_LOSS=0.579365 | PCL_LOSS=0.476551 | MEAN_GATE=0.2023 | BATCH_RMSE=0.761160
  STEP 3400/11478 | TOTAL_LOSS=0.067414 | REG_LOSS=0.063216 | PCL_LOSS=0.041987 | MEAN_GATE=0.2081 | BATCH_RMSE=0.251427
  STEP 3500/11478 | TOTAL_LOSS=0.199990 | REG_LOSS=0.199990 | PCL_LOSS=0.000000 | MEAN_GATE=0.3449 | BATCH_RMSE=0.447203
  STEP 3600/11478 | TOTAL_LOSS=0.226576 | REG_LOSS=0.226576 | PCL_LOSS=0.000001 | MEAN_GATE=0.2812 | BATCH_RMSE=0.476000
  STEP 3700/11478 | TOTAL_LOSS=0.352459 | REG_LOSS=0.352016 | PCL_LOSS=0.004425 | MEAN_GATE=0.1779 | BATCH_RMSE=0.593309
  STEP 3800/11478 | TOTAL_LOSS=0.169034 | REG_LOSS=0.168771 | PCL_LOSS=0.002633 | MEAN_GATE=0.2485 | BATCH_RMSE=0.410817
  STEP 3900/11478 | TOTAL_LOSS=0.364849 | REG_LOSS=0.364849 | PCL_LOSS=0.000000 | MEAN_GATE=0.1927 | BATCH_RMSE=0.604028
  STEP 4000/11478 | TOTAL_LOSS=0.658264 | REG_LOSS=0.592524 | PCL_LOSS=0.657403 | MEAN_GATE=0.2089 | BATCH_RMSE=0.769755
  STEP 4100/11478 | TOTAL_LOSS=0.249563 | REG_LOSS=0.249562 | PCL_LOSS=0.000001 | MEAN_GATE=0.2685 | BATCH_RMSE=0.499562
  STEP 4200/11478 | TOTAL_LOSS=1.020713 | REG_LOSS=1.020650 | PCL_LOSS=0.000634 | MEAN_GATE=0.3186 | BATCH_RMSE=1.010272
  STEP 4300/11478 | TOTAL_LOSS=0.171792 | REG_LOSS=0.171565 | PCL_LOSS=0.002274 | MEAN_GATE=0.3296 | BATCH_RMSE=0.414204
  STEP 4400/11478 | TOTAL_LOSS=0.604492 | REG_LOSS=0.604209 | PCL_LOSS=0.002825 | MEAN_GATE=0.2275 | BATCH_RMSE=0.777309
  STEP 4500/11478 | TOTAL_LOSS=1.493605 | REG_LOSS=1.493605 | PCL_LOSS=0.000000 | MEAN_GATE=0.2871 | BATCH_RMSE=1.222131
  STEP 4600/11478 | TOTAL_LOSS=0.210216 | REG_LOSS=0.210216 | PCL_LOSS=0.000001 | MEAN_GATE=0.2015 | BATCH_RMSE=0.458493
  STEP 4700/11478 | TOTAL_LOSS=0.406277 | REG_LOSS=0.406277 | PCL_LOSS=0.000000 | MEAN_GATE=0.1766 | BATCH_RMSE=0.637398
  STEP 4800/11478 | TOTAL_LOSS=1.006364 | REG_LOSS=0.954543 | PCL_LOSS=0.518217 | MEAN_GATE=0.1170 | BATCH_RMSE=0.977007
  STEP 4900/11478 | TOTAL_LOSS=0.305691 | REG_LOSS=0.233586 | PCL_LOSS=0.721048 | MEAN_GATE=0.1230 | BATCH_RMSE=0.483307
  STEP 5000/11478 | TOTAL_LOSS=0.077475 | REG_LOSS=0.077475 | PCL_LOSS=0.000000 | MEAN_GATE=0.1175 | BATCH_RMSE=0.278344
  STEP 5100/11478 | TOTAL_LOSS=0.414997 | REG_LOSS=0.343872 | PCL_LOSS=0.711248 | MEAN_GATE=0.1862 | BATCH_RMSE=0.586406
  STEP 5200/11478 | TOTAL_LOSS=0.332670 | REG_LOSS=0.332670 | PCL_LOSS=0.000000 | MEAN_GATE=0.2096 | BATCH_RMSE=0.576776
  STEP 5300/11478 | TOTAL_LOSS=1.495516 | REG_LOSS=1.495498 | PCL_LOSS=0.000181 | MEAN_GATE=0.1997 | BATCH_RMSE=1.222905
  STEP 5400/11478 | TOTAL_LOSS=0.479375 | REG_LOSS=0.478633 | PCL_LOSS=0.007426 | MEAN_GATE=0.2121 | BATCH_RMSE=0.691833
  STEP 5500/11478 | TOTAL_LOSS=0.308732 | REG_LOSS=0.308731 | PCL_LOSS=0.000001 | MEAN_GATE=0.4745 | BATCH_RMSE=0.555636
  STEP 5600/11478 | TOTAL_LOSS=2.483095 | REG_LOSS=2.483095 | PCL_LOSS=0.000000 | MEAN_GATE=0.1504 | BATCH_RMSE=1.575784
